,title,desc,date,datetime,link,img,media,site,reporter
0,The Brave New World of Sex Robots,,"Mar 29, 2019",,https://news.google.com/read/CBMickFVX3lxTFBPZkRPbW5WSWVXbDJoelNIZ3hZeTZOd01TdGZBaldETEdnOHZnWG5jYU5LQnEtbmVFX0xqQlMzSkdwUDFuQVJwQlVRcnBJYmZDdEZZVms3cGNtdDJaUGZDY3lhMUVoaWxJR1dwd3I1MVIzZw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNVZNME5CT1VWeGEyUkpWSE53VFJDb0FSaXNBaWdCTWdrQk1KS2dHMmsxaHdJ=-w200-h112-p-df,Undark Magazine,,By Mark Wolverton
1,Whitney Cummings made a sex Robot of herself for her new Netflix special,,"Jul 30, 2019",,https://news.google.com/read/CBMilAFBVV95cUxPNVJIVGNUZzE4UzJ4VGdmNm1rXzQzNHM2RlRpYy05bFN3T1VJazNNMWUzQmZ2NFFtX3BmallFSXpoQS16SWEtbE8xbHV2SjBfS1l5YW9ZU0lTTGFacXlQWXY3SFRVSDZVQW9zSERfbzQxeUxLajR6LWgxZ1NmUm1udXNXZkpfdF9fcWhSdlVfbzJpcTE3?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNXlaRFUzUlY5Q2RIQXRVMEZTVFJDb0FSaXJBaWdCTWdtSlVackZJbWsxQ2dJ=-w200-h112-p-df,CNN,,By Marianne Garvey
2,Patricia Lockwood · Malfunctioning Sex Robot: Updike Redux,,"Oct 10, 2019",,https://news.google.com/read/CBMiigFBVV95cUxPWUVzM2VHOGdtbHdmUm9UbGVRS0xXb041U0NKckFWaEd2TWpnZ2kzSkdKTGl4Um5fSzVkOVN6R3BFakJCOElHeDFEdkFQeVQ1X3lISW45X0oyRFByTkp4bkg4ZDUyeHJFdWMzbU9Cb29fQWRYR3FWQlFjczM0Rkk0Rm9BdHJHUXpZUlE?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNHhUMEV6VkV4aFZtUlJhMmhOVFJDakFSaTJBaWdCTWdZcEpZN09GUWM=-w200-h112-p-df,London Review of Books,,By Patricia Lockwood
3,Robots with benefits: how sexbots are marketed as companions,,"Nov 13, 2019",,https://news.google.com/read/CBMimgFBVV95cUxOU0laNWFFc0NXOHNNc1FRSlAxdzlCNk1HdE9IVl9OMm56ZnNxY19ELWZsd29yRHlIYjdOOTkycGFoMVM1SGQ2aFNPRV9GT0RtdWNiS0pjR2dmZXpBX1FKUl8tOHR4aXZSaFRYUWY5dVVDbTZLRjF4S0h1cUh5NDJpa3JtVW5lOFRJeFY2c3pVRlgwM2g0S0M4M1hB?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVpOa2xpYm5CbVdFMUdWR1YyVFJDb0FSaXRBaWdCTWdhQktZTGpHZ2s=-w200-h112-p-df,The Conversation,,By Fiona Andreallo
4,"Love, Sex, And Robots",,"Mar 11, 2019",,https://news.google.com/read/CBMibEFVX3lxTE1Xa1ljNUxwbGl0RGd4bUVUekJwaTY2eF9QTEEwT2ZGZzRKQkQyOWNFNS14ZTNnMWNGelBFV3lhcWlrdWlIVGI4N0gtNlBjRHEzVC1Tam5JczZqVm5HanNTWlJQaGFwSEQ0eVNRZg?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNTBhVFpIYjNrd2EyVXhhRzQ0VFJDb0FSaXNBaWdCTWdZdFZZaXVyUVU=-w200-h112-p-df,NPR,,By Shankar Vedantam
5,“2050”- A Movie Review,,"Feb 23, 2019",,https://news.google.com/read/CBMiYEFVX3lxTE9vV1RoSTg4TmQyWmlCdFBMY09JR3Bha0JkQURqekRvUzNHc2FjeEhpNUI4bDdLaWVHZ1NxYWI5TkRVeEI5dTJ2ZWVXVS1vWklFcEI1Z01OcklLb09rZ3ZTTA?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNHhkR2haY1daNGJEaHRaVUpqVFJDVEFoaTNBU2dCTWdhWkE0ckt0UVU=-w200-h112-p-df,Big Shiny Robot!,,By Rufo Tolentino
6,Will Sex Robots Cure The ‘Incel’ Phenomenon?,,"Mar 14, 2019",,https://news.google.com/read/CBMingFBVV95cUxOZDFJeURVVTFoajZWbExBdE5lbk1ocWZFYjRqZWo0ZVV5eHFFMDJwcEt4RlJtLXlVa2JZbEYyYTN5YVdfMHFvZTc1WUVCRHAydlcyZ0FNZlFfQ05VRjh2b19NYlRhdlM2MkY5SmRWUEIwWkZRVnBuZWxCQUhNdDFBMEt5Y3RtTDFWR1pBX3FxUEN4REJJR3FqMEVnX3lKZw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNTRUMTlzVFRnNFRIRnFOVVkyVFJDS0FoaS1BU2dCTWdZbEpZenRHUWc=-w200-h112-p-df,Interview,,By Iris Luz
7,Whitney Cummings—and Her Sex Robot—Take on Modern Womanhood,,"Jul 31, 2019",,https://news.google.com/read/CBMibkFVX3lxTE9FdWNpOUV2M1d4cUk1UUswVlhEbHpSSF83UWo0b3FjMEFmYzcyQ01NTVYwWHQya3FoYWFCWVh6ck9KREtOTTJFNkRzMV9UbzMwTk51Nm9ERl9oNkhRNEZpdmlNREY5d0x1NTYybkFn?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXlVRGRMWDBKTlZFc3hXbVpTVFJEQ0FSaURBaWdCTWdZVk01b1JHUW8=-w200-h112-p-df,WIRED,,By Emma Ellis
8,"""Digisexuals"" Are Falling In Love With — And Lusting For — Robots",,"Jan 20, 2019",,https://news.google.com/read/CBMiakFVX3lxTE5XQnloY3hoU2ZDbVVaQUZfZlQ0OHNxOUhpVWxYSDFXbHhrbUt6enViaE91Wi1iTWNjaVVWd2ppM05ZRVUzbU4zZ0RCc3BKX0RUX2xWWUpjNmQzVHdubUMtOXROaEdUNXhGVkE?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVFZbGx4WHpRNFpHWmZOMjF4VFJDb0FSaXJBaWdCTWdZbFZwTHNLUWM=-w200-h112-p-df,Futurism,,By Jon Christian
9,The Tricky Ethics of Sex Robots,,"Feb 14, 2019",,https://news.google.com/read/CBMickFVX3lxTE1tcmNqeS1VQ0NFTjJHVW9rRnRKQ3IwNEtwVE1pQzNoekE4dm9fTDJvUDFEVktoQTFmN2FZYnFISXFDb2pCaU9nUEVJcmhlNGR4dEM3ZWtlU1V3cEZFTXNYVlpfUDZNQUVBOGhpN2VNR2VIQQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNWlSM2RHUlVSc2VqRkdVMFpYVFJDb0FSaXNBaWdCTWdhbGRJYXVNUVU=-w200-h112-p-df,The Daily Beast,,
10,Do You Take This Robot … (Published 2019),,"Jan 19, 2019",,https://news.google.com/read/CBMiZ0FVX3lxTE5MaFpPbGJKUjhuRnliN0ZtZW9nZXNSVXpEelBTMHdhUkVrYWJHbFV0TzJKWnpCMm5CcVVLNUhBM085VFhIRlFlQ29iaDJBSWlNbzZqZWt0S25QVGtVNVk5VU95ck5Qc1U?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUpZakpMYkd3MmJtazVUbDlZVFJEOEFSaklBU2dCTWdaRlVJZ1ZMQVU=-w200-h112-p-df,The New York Times,,By Alex Williams
11,10 Interesting Facts About The Rise Of Sex Robots,,"Jan 29, 2019",,https://news.google.com/read/CBMiiwFBVV95cUxPdURlcWdYUmlreVVLYkI3bXdjM3FwTGJLclZVVF93LWpWSTdwOXpLZ3BmUkJiOVY3NWtBQmwyakF1RHFRdTgwNHkxRWhSZ2pnWHktMzkwNlY0LTBWS0h6VXo0U3BPNzZjOWpISGpOYl9KWXcxWUw1bG9mbGZpWnZGLTZ4R3N6MzB4MmNF?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUZTVEJyWlU1RWFYVmxjR05mVFJDdUFSaWlBaWdCTWdhdElack9tUWs=-w200-h112-p-df,Listverse,,By Joe Duncan
