title,date,year,link,media,reporter
Headless 'woman' on New Zealand beach was a life-sized doll,Jul 31,2024,https://news.google.com/read/CBMilgFBVV95cUxQT0ZnZ2tHb3VpX1hoRl80N1pmdmozRllNY2Jhbk1MeFN5ZnpjNE9kRUVPVzhUZDlVY1ZEU2hnSUltVUZGZEZoRDJFSE9wRlg1S1V2NWlsaW1kS2l0RThQX1ZiekJ1QVJhaXlKV0M0VmlJQzVQR1lEQUV6MGw1TmFGTWZLOWQ5bW5ucEZxRS0yOU5VTm9Oa3fSAZsBQVVfeXFMTklpQi1RTHFvcHNQQkNPVE5waTFic0lIa3ZXQlJfb053NFpzRFo3blRDdnp1Y3RycF9tRi1vLXhtNkNWUVNySWRIc2NTSEllSGp2U3BKOVdPcHBOSE5SMUU5SXlXcVZQU29vUF9oQzZXdnRxc2JfRm84SjFycnJxZVdCSlNzXzBIUTdSbmNHTE1BRlpFcWNiWDcxUjA?hl=en-US&gl=US&ceid=US%3Aen,UPI News,By Ben Hooper
Love in a remotely-controlled climate | Nina Power,Apr 10,2024,https://news.google.com/read/CBMib0FVX3lxTE9NbHRQZFdtTTJlZ1U2T2VDZ0xBTk9PYktfVUo1aUNvTUNENk50bWRwR3FoNDJoWDZScVJUZ2hLZnpHMXNPMzBCWUc5OUxKSnhUUjd6SWxKX2VfWGt5OGZCbUNXOVVXbDBsQ3p0ZTZQYw?hl=en-US&gl=US&ceid=US%3Aen,The Critic,By Nina Power
Apple’s AI Thriller Sunny Puts a Lesbian Mixologist and a Robot in the Most Bizarre Platonic Love Triangle on TV,Jul 12,2024,https://news.google.com/read/CBMiYEFVX3lxTFBwSXVKMGVHZXVObW5CUTN6Mm9zQzB0QS1pYkFuWlJaQmtuSmVhWWJhNHpsekc3YjJEZkJpazhlMlZRZ2ZISFN1aTdDMGFtaFh4eHpoX0lqRUZ0NTEzY0t6Yw?hl=en-US&gl=US&ceid=US%3Aen,www.autostraddle.com,By Kayla Kumari Upadhyaya
Sex robot creator gives tips on getting one interested in you,Apr 27,2024,https://news.google.com/read/CBMiWkFVX3lxTE55RUl4ZU81Mkd2STM3Z1ItUEViblA3VVBaYkplS3o4RDFoLXJmcmtrVFVaaU9QSmpaeDIwN0pMUjdmQ3IyajJiNktrSmdRZ2dVSDVDV0s0NmQyZw?hl=en-US&gl=US&ceid=US%3Aen,CBC.ca,
Scarlett Johansson's latest legal battle against Open AI could impact the rest of us as AI leaches into our li,May 21,2024,https://news.google.com/read/CBMi1gFBVV95cUxPVG5iZnV4ZW45eEVMTnRpdFBPWmxENzQtNm1XY0ZDX2Q1eXNRUkp4N2gxZko3UnJPUUhoRDRCbUNXVTdaUkJCMDd1T2F6bzY1STlOYk5jbWhkcHhEN3NtODQyaTh5bEhDREZZaEZoT3V2cE5hRDNRTi1TQTVnbndkZDRJOE9Ya1dlNmM5MjliOWNqRGttazFyUldVcjVCSGhoOGRzRnp5Ti1CbXdQTnZxeldBTXl5NnNHMjByS054MGFEUkxWczJmMVNkd0dJY2hxNXlaRVhB0gHbAUFVX3lxTE5YQ3R5a09sQjU4QThxRVBiSlZtS3V4RzJ3TXE4bXFGbTZXQ2txeUZETzktc2ZZUS1ZNC1CLXFEWGowczVaa3N5TExtNkRyXzhPcW9lRlBDRHRyYjh5UFQxRmdtNnhHM3NRbm82TThORHNmMHotMlVsbTJPZ1ZQT1RLcUJzUFdfMi1CQ3ZVTmV4U19yMjhWQ1JkNmRvUElnQS02aWZkUFc4TDA2Zk45ZUVSU2FyUm5HTXp6d3VtR0xwTXNGN2xnNlQ5dDVnZ29SNzFLc0xLd0NpZzZaQQ?hl=en-US&gl=US&ceid=US%3Aen,LaineyGossip,
Justice share robot sex tape visual for new single 'Generator',Feb 14,2024,https://news.google.com/read/CBMikwFBVV95cUxOYV9YcUl3dnc0akFfaDlDRmdFR1pGWVRFekxYd1pDUXlNT0ctX2FYbWo5RV8zZUhpYXpFNlVZb1dSR1R2MFktZnlMaVdMeXM4STVGVjBwekhXVTV4ZHdUYkZxTlI0UFpZUTdKWEszYmV3Yll2UHRmWXozV09ZWTlZbW9lMmlzdFloemlkUlFpR3M3dVk?hl=en-US&gl=US&ceid=US%3Aen,Mixmag,By Becky Buckle
China to launch AI-powered sex dolls to provide life-like experiences to users,Jun 24,2024,https://news.google.com/read/CBMi3gFBVV95cUxNVHNBLWxkcHpCWWgyRV9SdzFlRVVlM0FLRmozWkdBY2tLZG1kV0hraVJGUEFKaUVfNW5qQ2lvclFCMmhnMXRXd0hOc0stVHJFTDJoZ2ttTjJIUWlUZ0FHMm9ld210RW5udV9YelhWanRwYWFmbGhNOWVvRlhZcXFMdUdIQlpUZWtnYkw1ME1pZHpYMkhsbEFyMU9haWt2QXVUVmNUMXJCdm9MWkdWRlJna09ta1dzQkNnMC02dG9hY0FBXzQtOXJ6d0xPZElRTktTdkhmcTJpTUlXZkJMWkHSAeMBQVVfeXFMTzB5cjRKUWlDVEh6dHJ4b09Ud3FEVUdQaG0yb1U3ZDRZUlAyUmM3NG92VUxWbmNqUXhLU0UyMkZwVURGeFpXTGRkVVZqRThfMXFUWEhZb3prZUNNSzUyNzhGelVZSXJMbm1iaS1yelIxZUtmYzJWemdoUVF6cnJtc2tTYVF0RGhLWDQwRkNyVWNSekRIck13UVFEOE13NU1GdWRRT0RfZlc0Y3BLV1N6RHhSRnJUclE5Y3FkV0dKWk9xNVhMRFY1NUMtUnc5WlA1SmczR3lQeWZvdTYyeHhISjR3eE0?hl=en-US&gl=US&ceid=US%3Aen,India Today,By Ankita Chakravarti
"Robot sex, murder and inspiring interiors: the dystopian allure of TV’s Sunny",Aug 21,2024,https://news.google.com/read/CBMicEFVX3lxTE5VUGxYcTY4enpxR0hEMzJDZHZNSHVuUlZLWUljeUdCLWJFYzNjZk1yN2xpLTB4eDlPdVdidGhmWnZtelIzYktJb28tWlNqQ3lvbk0zYnNkSHVmZkhzZ0laUTgxbHI0SVVhdE1jWFZtelc?hl=en-US&gl=US&ceid=US%3Aen,Financial Times,By Mark C. O'Flaherty
Behind the scenes of wild sex doll factory 'perfecting real-life AI voice' for sexbots,Jul 20,2024,https://news.google.com/read/CBMigwFBVV95cUxOeEZCcmlvRlFiMmxGRFZuVlJiYVNuTEg4azRJUzlHdWN4WFhIWGNvQ3IxX1lOeHR4ZGE5dE5DZ29GMEoxa3ZzNXFPRm9qYkxwRUVFYXV5NTZXLU5qMmFfd2hfTEVtOXZPcThOVXE2Z1FoLWFBd3N3c0xrSVhTTEZyczRTNNIBiAFBVV95cUxNMDJ3N0xyWUd0bElINWFpSmlRWTkwdnY2YWxlNWR0LVk4aGlJYVZNQjlwc2drQXVWZjZQY2ZDWG9PTXBHTXpIRzRWLVNuS0o0T3h3SXRNbWk5dDA5QWhnVmZJTG9ENERHVjRRdzlDNHEwQTZoNFl1Mk5OejVGdHVjSjhfaWduQUVa?hl=en-US&gl=US&ceid=US%3Aen,The Mirror,By Nia Dalton
Chinese company to roll out AI-powered 'sexbots' with focus on emotional connect - Technology News,Jun 18,2024,https://news.google.com/read/CBMivAFBVV95cUxNVWdMN0cyLWV0UkhuWXU4RXR3b2RZMzctSHhyeWdSbHB2VjdBSlU5V2hZOXFkdU1qWXEtWXBLYllJOGdWVEtXS3NKMWUzWUNuSWM5anRyZkdrS0lNVDFrWmN1eElYal9fYnFBd29YREd3VFJRcEVIV0lZbXBya1kzSDlPalNpSm1uX2hFYnBkeXp4NkVfUFF1NjN4LTZpbUJqdUFjV1RDT2tTNThZN2YyNzRPUXZMZk0zY25lLQ?hl=en-US&gl=US&ceid=US%3Aen,WION,By Vikrant Singh
Megan Fox strips off for racy sex scenes as she stars as a seductive evil robot for new movie Subservience alo,12 days ago,2024,https://news.google.com/read/CBMigwJBVV95cUxNa1ZQcjVXczFZWEJsRjVPLUd2dDNFZ3JIU2JEMVpXb3cybHE4bFVpclo5OUNfVHVINm8yV3FhbE9KUEVTMGx3YkZhcVBURmZRVGJqVThOUnNTdlB4eVo5XzFXX3Rvd3VSeTA0X001akNMXzNGTDgteUpCZjJpc1ZUWElRVTNUUzQ3blhlakRmTm5HSThfamN1dTVqYVBkSzUyRDhVc0NrT1NQRC1udkNYZUdXZDU1X2dOMkVvM29Ld0NONFZCdFpPMkR2UlBZMTBVQnlJbnFBVzJfNjJzYTBlY2w5S3lPY1pzZXNjeWxBdVNXN0d6SzhSVkgxOTI1cHJDRlA40gGIAkFVX3lxTE5LbWhzcmNVTHB3M1FtUDZYeGptMUx4OWcwS2h6VlBHR1VZRnlucjcyTXlPMzE4NnZEbHdZenIzQ1BqZVdkdHd2c3JOOWp2LVd1NVo3cFVqSVkyQ3JxRGJIZ0JWNDM0TTNtNE53d3ZLX3YtZUpfNVlBWU9lM2tGMEFzai1ZN1FNcnpCSUtkVVJucWdON3I0TUlPWlpBSkFuaFF0VFlyTHdWRDZnSUZKN2NIRjRsTk9aNjFfWHV0RUZicTVaTzVOci1JamxkaHdiZEZCTzYxMVYtWjgwVU1TcEpwd3dFaVVyeFRZS3RHdFgyRHhLMlBoNFhhekNsLTNTeGVoMGM2TnZUVQ?hl=en-US&gl=US&ceid=US%3Aen,Daily Mail,By Jordan Beck
"Humans will have sex with robots and 'realistic aliens' in future, experts claim",Jul 26,2024,https://news.google.com/read/CBMijAFBVV95cUxOejdwcUJZMmZTTHhrdjlwTWg3dEY0VWhhejNsRi1WWGRXeEZEZHFPZ05hVmxQRXVKVGNhUFpidDNHRGZiUlFCZUJfR2hTaVc4MTB0SEJjVnRhUWVqejFQMnplY2R1U2F6QnFGUG84dFI4ajEyOWZZVzAyTWM5NEd2N2lMNGlocWM3WW5NbNIBkgFBVV95cUxNWWdKLVYtZVdKRUFhRzRNbWVzOGl2bjhreU5MSkQxSzl5TUxVSzRjTUplcV9TdnN1dWtnOWdsNlRnUDctQVdDeGV0bXFmeTh2M3RUcXB0MlJ6cktKMnRjcUM1NnVTUE05Z1ZNMC02c0l2dGVJbWppUWk4cUllTU5DNVNNUUYyTlhwRU1xTkJadlM3UQ?hl=en-US&gl=US&ceid=US%3Aen,The Mirror,By Rom Preston-ellis & Will Stone
‘Sunny’ review: wonderfully weird robot comedy for ‘Severance’ fans,Jul 9,2024,https://news.google.com/read/CBMifkFVX3lxTFAySDZwOWJpbXJmQVRoMGp1eVBkSTFBblB4TkN3NlRKZlpPRWFTdWZCalA4U0ZpYzY4MzlzYjh6TVc2TzlLbm8ybGtyaGpxT3VIMDlkMHRFWEhwRnlRUktSVlF0dFNEOEZFU0ZtcEFYQk83X25oNXBnSGRRaWtfdw?hl=en-US&gl=US&ceid=US%3Aen,NME,By Paul Bradshaw
"Saudi humanoid robot won't talk about sex or politics, creator says",Mar 24,2024,https://news.google.com/read/CBMiowFBVV95cUxNMEt0a2ptQ0pzOFA3cGVoWUJyTzZib0RJeWZnOEhjSUxXYlNINjh0MWJaTlZmUHhqX0RnelFMa0ZGQjdQUk9UbU51ZHVpT2h6RVdsd3MxOUpTWFluODVURlhsYWV2SU9JRDQxdmU2N25SZUEyMUJqUnZqZzA4b1YyclVoX0tlR3RxUkxLYTExUGdvbjRUeTg0aF92VEc5c18xb0Rz0gGoAUFVX3lxTE1Mc0sxYzJtdjNaR3JsVDBJc3ZlTVdESzBmWUY2T3N5NTJlNkFyaURfRU5nSFEyRHlWbFJUc2FiUDFUN0EwY280bUpUN1pxam5OVjJ0WVpVSDZvYmJERTQzVDVvZVFZbDFVaGdkLUxiMEFDLXd1OVI5WnJjaUlIamQtV3FSMWVnSFEzRlZXV09xcjRtcDFOMldhd0RQcW5KcmdILXM2emw0RQ?hl=en-US&gl=US&ceid=US%3Aen,Business Insider,
Outnumbered star Tyger Drew-Honey's toe-curling documentary resurfaces where he 'had sex with a ROBOT' as he p,May 24,2024,https://news.google.com/read/CBMipAFBVV95cUxQcXBmcE1rLVhOZjhZOFZVem5FWkpaVVRRNkZsaVN0SzllQVpxZ0I5WXUwQm4yZ3dtUVl0bngtNHI3dy1URFlNSWRsQ3doVXRvLUg0cW5SaW5ncHVYdFpCcTdCOWVsR3RGUUpLWTNOaUwyM29BVlM2TWcwME5rcVVjbFRjSEs0NjVDeTJ0SkthQ1pUZUxGaW9GT1F0dUtCOVcxcC1qRdIBqgFBVV95cUxOZ1dWbWJqTUlmMXl0U1dEb0VUOVZiNWEwQlg4c0pxRGlWWXpwRmxmZXVXZUVoRWctaTlsRFo3bDFEVm5uZ3M2V0NRbE5DeEdmTFUyRHRXbHFsMFBFRE9NaE1oLXNlZk1lR1FWUDNsU2ZMVXFhcVJabWRxUEJEeXFRb3Z5UGFFOXMycjg3UEhkeTZ3RmNTYm1zUHZFQ1BObnZpTDc0OVFxSk1mQQ?hl=en-US&gl=US&ceid=US%3Aen,Daily Mail,By Carolina Piras
Why Porn Bots Have Taken Over Your Twitter Feed,Feb 22,2024,https://news.google.com/read/CBMilgFBVV95cUxOZUtFQjFOUHZWWDFyY1NFMFBKbXFNcDdkdW85Q0lmblR3ckZlS3Y1QkJNU1RfN2tOQjJPYTYteDBNbGxaOWdvVV82UVJrcXlBZWZxeGw0dk80a0h6SXQ1M2VwdENLM2RZRkpETmU2RjlhMDVUV0xnSHgzbTNWTTdfSmZQZExrbXNTeHJBeUxpRk5vdXkyV1HSAZsBQVVfeXFMUG54N0hsa05XeDgzNlNfblJCdTJyT0tydXpTNXdacGtPbGM4WW9kZUVGTTZSU1RnUWZsenk5R29ZbWp3aVVfWWI5R1VYNnRuVlU2QkVmOU9OTUtIdmpvZEZqSUtkZ0V6NnFZTXlyLVRHZlNTRGd6bEJPemZvM1dzbm81djZLd1poWW5sRlhFLXBrdXpRSndJNllLVVU?hl=en-US&gl=US&ceid=US%3Aen,Rolling Stone,By Miles Klee
Love in the time of AI: China flooded with startups launching AI-powered sex dolls,Jun 25,2024,https://news.google.com/read/CBMixAFBVV95cUxQbUl0aE5UWjJWQlJDZU5tMlFDUWE4RUdYaHM0LUJ4MDFSbXhveDQ5LVpIQjdNYUNLOEdESjBwenlQRTNwNXYtRENfNi0tSlZ4Rk5neTl1YWh3WUVBc1Q0R01JOUF4MWFCT1M0ZU5sUkMzRnNHNDhiZ0otbWJPUWpPMUZGWjNJX3ZGTk85ZEp2WWdjdHBhTG40bDJwZi1kak5mWDdIbGJpSHkzLXpDdUpZUUNFQVJmdHVDVWhsUjlibGh2aFNy0gHKAUFVX3lxTE1CVWFEWFVKYTM0STVQWXdlaDdBM3JlY25aREZfVXdCX3Izc2I5Y3NjQlR2a0h0cm5pTzdZazhrT2dqNkhnWXk0dFc3NVE1VE1KNEVSZUZFWHpZSmkwUzJkQXUyLVhYMUhxeHRRb25XbVNSbU9fSjV5RTdlS21MRzA1dFVLTXhFZmNsWEpnQkFzaldwNVAzRlYxWVNQTFd3MVRzeUdhdkNhekVDQ1VaVWZMd254VGk4M2ZaYmhteDZRVVh4bHlvTk53eWc?hl=en-US&gl=US&ceid=US%3Aen,Firstpost,
Saudi female robot trained not to discuss 'sex and politics',Mar 25,2024,https://news.google.com/read/CBMijAFBVV95cUxPUWplbVZpUEs4SzVsTmRBV1JIaVlhQXdtM2ZzRk5KcFkzcjdLTVR0Q0c3aVVOY3VNcE5hSERaTjBBaGRqU1M1V09oZG5OQ0ZncG5LYmx5dXdvZnVPZVNfVXY3WnpBalRwWUNSRkUxQ2M2ZEJBbE5rOUQyWjVWN0gxUThZUFA5NkdhbUJlM9IBkgFBVV95cUxNTWlkU0IyMWMxNTRvaDBLS05UMkNVbUFWd01LeDNIUkJrX3F0VmdFS1pnSi1rLWRlSzlHQ0NJUXIxaWk2N0FiVi11bURKYWRHMGtoX19rV19ISW1hSlpYU3pWb1h1TTZCR3JTYkJ5dWo2QURDWUlGMFNDb1gzZWx5dWJiRFNJRG1RUnhJeVhwaGlpUQ?hl=en-US&gl=US&ceid=US%3Aen,The New Arab,
"Most people 'want to have sex with robots,' new Robosexuality study reveals",Apr 15,2024,https://news.google.com/read/CBMigwFBVV95cUxOekFRV2RFVV9qLWQ4RGJscVZmNS1fNFM4TUQ5a0JZZHloUEFlZkdveUI4UVd3eEp3ZWJnYU43aGpkbzVGQ25vVDJVQUJHME50azdvNEpUMGJQbFFyRFI4ck93TG16VGIzMk5DSDBDcmdEalU0TVlZMTVHdjFicm5qSDd4SdIBiAFBVV95cUxQUXE4MUtVdzFDNm9NSno3RTFFVU4zSEhRQWpPc1lpTGxqVkl6MVc1Um5rZmJNZEQ1emdBQVJ5RmJ6cW9HNmEwUG1VMFQzVTdCMVRkQWcyTmp0enRpTGNEOXVibEpYOGVUbkl4V3BQSDdhaEJVNTA5c0ZKSlQzOW9JSUVWbnU5b1V3?hl=en-US&gl=US&ceid=US%3Aen,Daily Star,By Joe Faretra
Sexbots Are Ready To Replace Conventional Sex In January 2018,Mar 17,2024,https://news.google.com/read/CBMiugFBVV95cUxPMlUtTnBzNGRVTUVRV1ZDb0pBNGpnUUVjaDRJRWREaURhVzQxdHp3UE5FbldkSTBOZURUa09jQXFIOTVKUDlUc1RlakRsSFR4eUk3cUhMZTNkdmQ0SWlNUzNZdHZURk9lOEZxaGJEa21hM2h1WFFIRWxUZ1BDOVJSMnA5TzhzMkppU2dPalo1elZYSHdGdHdsRHZSQlBoQ2VKbkZjTlNnZy1iUW1DOHdVcjlJX1BJQmhHdVHSAb8BQVVfeXFMTnQ3WC0zeEFIemRFVXJIU2ZvVnd2WHUzM2lTRElBNlJ5b2RnZWhlZE51bTI5X0RkLV8tOWxsRll0MEtmSUJsdEp1NWNrR0dSemlzaHpTelh4MXVUU3hwMVBVZ0FfeW1CQi00dy10NEhWbTFvQmI1NHUxdEdWQTExb0R1bWNfZmh1bk8wMUlUSk1PdkFTdngtZnhVUUFIRUJnLWdWbkh1UGFuVDA5YXhPclJRWlFXWVdXUm1WcTJRMDA?hl=en-US&gl=US&ceid=US%3Aen,MensXP.com,By Shulanda Singh
"15.5% of People Surveyed Have Used a Sex Robot, New Study Finds","Mar 9, 2022",2022,https://news.google.com/read/CBMiuAFBVV95cUxOR0hfZ1VGTTV0ZzBsLVRTcWxBbDR1eWk5cEZxbmFBRTFlaTNmQl9QVmZGcHZSZmI1bVZBNzZiQVhpTFpjaFlyNmdjSHdwRzN2OUl4YWxXSk1KbThxOUF4b3JZRlJGS3YwYTQtN2dxbjFJTDViOFV1ajVGX1VKWmdSNUZDY1R3SWlvZTdlNnJXcklVMFRLbGV4Ty1rOEYtTlFnalMwdTVOU3dLaUpkdUV5QWdIQmNJb0xr?hl=en-US&gl=US&ceid=US%3Aen,PR Newswire,
Sex robots could soon feel sensations ‘just like humans’ after creepy ‘printed skin’ developed giving a sense of touch,"Jun 8, 2022",2022,https://news.google.com/read/CBMi3gFBVV95cUxQOEcyZlhfRHBUYVpHUF94OVpyTzBWTFFGUnIzdGl2V2hSTld3cDNqOVpORzUwN05LVmplcG4xWnFwcmxjeWNEcU9jRmlkU1VRZ1RiaU1hNUZITF9iMFQ2aVEwUjN4cW1VbFJoTGViRzRkZmhZQlRWZHpqZU83YU5XUUxONURIRXR5QkZQZ0dSNVVLYTJfaTZVWEcxUF92WF9WX20wWWVjaXYzUkplTm1BZTh4QW1jVWxWZHJpSm5IdnN0WllsMUE2Rlc3REZPdU1jdEJrZkl3RVR5eWg0MGc?hl=en-US&gl=US&ceid=US%3Aen,New York Post,By Chris Bradford
Sex robots in 2022: What’s happened in the last four years?,"Mar 21, 2022",2022,https://news.google.com/read/CBMilAFBVV95cUxPWURhMVprWmxFUjNsVnNQMDI0UWxJc0VaNHNWMGtYY1lBTTE1clpCNXhhalRNeUZPazVqV2ZKOEwwTDA5UFFyR2hhU0xLTlB3YXVNVUwxY1h4WTd1Q3VWNWVFSU9wY3dCOUFyRHZpX3dXMU10LUxfOWRKTnVsY0RYVENYVk02ckJhYWhWeUZsQjQtSWM0?hl=en-US&gl=US&ceid=US%3Aen,Business Leader,By Josh Dornbrack
It’s Time to Talk About Sex Tech,"Nov 2, 2022",2022,https://news.google.com/read/CBMiTkFVX3lxTE5YbTRPX3FHWkRCMUU4T3FORWVyd0ZETXVTdGVrX2FHM3piLUQ0Q0hQZ1JyZ1RZR1RKMk5XTnVYa1Bpamdaa3hGZDJScWlhdw?hl=en-US&gl=US&ceid=US%3Aen,Built In,By Orly Lobel
New Study Reveals Insane Amount of Sex Robot Owners Worldwide,"Nov 18, 2022",2022,https://news.google.com/read/CBMifkFVX3lxTE9raDFlNHBpbVhEUEZBQW9PcVdRSGI2VEkza3V5a2VWeGpfcC1ibHF2cEw5aFBYZDY3UnlZb0xDZDRXU0x1dVFPREVxeVIyS2Z6Xzc3X1l3RUV1eUc5OUc5U0RPczl6LVRSMWtoaHpCY0F3ZHI3and4ZnFsbi0yZw?hl=en-US&gl=US&ceid=US%3Aen,Man of Many,By Sam Mangioni
Who would use a sex robot? Study identifies personality types more open to ‘artificial love’,"Sep 14, 2022",2022,https://news.google.com/read/CBMiYEFVX3lxTFA1UEItaVl3R3l6NFJRdTYxdUx2SjRuLWJTaUdNT3dOcE1xUUJNdldWeFZFRGxKWUUyVmRBZ0JYVzk3MlRmQWVKWkZtUTNKQ0xNTU1fMzBLNzRxcl9iTlM2Xw?hl=en-US&gl=US&ceid=US%3Aen,Study Finds,By John Anderer
"Sex Doll Market Worth USD 595.94 million by 2027 | Global Opportunities, Challenges, Drivers, Trends, Key Players, Regional Segmentation, Types, Applications, Developments, Business Strategies","Sep 13, 2022",2022,https://news.google.com/read/CBMie0FVX3lxTFBMZ1U0alBraUNSY2d3OExqYmNyWlByMkdvVGcxT01JYjBDRXRBYzNFcVo5a2hvLUtzTm9nY2tTVFh5VXdNMUJJeUdOejRvQ2tneUhPbm1rWW1pYk1WZ1haUm5Namg4OE9fTVdTRzVaU1hZejB6NFFXWkxpZw?hl=en-US&gl=US&ceid=US%3Aen,Yahoo Finance,
Innovation in sex robots continues. Will they ever replace humans?,"Sep 23, 2022",2022,https://news.google.com/read/CBMioAFBVV95cUxOTUVyeVpVclpjQXVacnJBTl93WmxrWVFrR1dFS0g2QktPcnF5ZFRRWDZWUWVqOWlQSVJQSWtsUTNqYmluMjFQY0FpUXdNWGE2bFNyWFdoR0tsdko1RUZpUGhzcnlkbXBxd0p2dF9zUVVVR1ZuZnU0b09hc1pOdTk5VU90TF91ZDZZcVg2VXN3NDNCR0ZuX1Nsd3FfR2tvbXpk0gGmAUFVX3lxTE5rRnh6TTc1WVZuR0hLSVhzc0F5YjBrX1k5OXlNWTNlM0RXREZOVWRTSHM3Mm9xalNIYmptUVpYMHFBQVlhMFBPSjNJaXlWeUtndkx2Y0hrdTVGcWVJV0JlWThfbkE3Ui1ubkRmQ0VBODhIcU1rQnMwWFdCbXE0Z3FQOVFQYlZ1YlAtVVUybTlEbUI2WXZKQ01UdXhRcTk1NVg1ckhPekE?hl=en-US&gl=US&ceid=US%3Aen,Psychology Today,
This is a show about sex robots,"May 24, 2022",2022,https://news.google.com/read/CBMidEFVX3lxTE11T01IcGdValQzWUQ2bVRZS21wdFpVUm1YU2Q1NWRoUU1XMWVZUXBUZTZxSklCWTdBMTFNZm81TW42MkNINnFVY19TUmFmdF82ekxRTDlfSnh2YWwtSk9YbG14c1RCTnlwcWNTbzBIZ3A4RVlv?hl=en-US&gl=US&ceid=US%3Aen,KERA Think,
"Ghosting the Machine, by Sam Lipsyte","Apr 19, 2022",2022,https://news.google.com/read/CBMisAFBVV95cUxOQXFRb0xJSmRCTnFMd0pHSU9ES2tGR3F5UU4yQ0o0TjNEWUJLZ1JyeWRuOFM0ZS0ycmxMVFYxUE9SOXBWWXlyeGdIQWtNYW9KQ0dvRWJ6OTlKeXdCbnlRNnBtS2ZMQU5ZakE5dmVlNWlYOEJZdHEweTgyTkptSjY4cV9peUJYa1RySkFET3VLdEx1SjdMbHBJM0kwWVEyVjRIRXVpdUhER1Vad1hWSjlUZg?hl=en-US&gl=US&ceid=US%3Aen,Harper's Magazine,By Sam Lipsyte
R2-D2F? The ethics of true-to-life sex robots,"Aug 16, 2022",2022,https://news.google.com/read/CBMirAFBVV95cUxPM05VazRwZURKRXBXRjktRUU2c2dMRk9oXzMxN08yQjBTQk5oSlREcWVtQThEUmRqZnduT29NSjNKMmkwek9pVzlZU3QzM19aR1FzbUJoQzRKTkNyUE9oQl8xdWE4dzlLOXZoU2xtRTRDTkhFTldRWDdiT1Q5c3BQYmJMY3FMeXY5cWpTYzBwZDNYOWx3U2RIMm9DUGY0TERxbHc1ZTZkdF9zNDc5?hl=en-US&gl=US&ceid=US%3Aen,Dazed,By Sophie Lou Wilson
"Sex Robots Could Make Society Better, Actually","Mar 28, 2022",2022,https://news.google.com/read/CBMidEFVX3lxTE42ZkhwOWtpMmVzZ3cxek1Da3Z3Mzhkc2g0VEk0WThGQm1BTHNFc3FvZThnbUVuXzlTZ0pzMlBCZ09rSGhpSDY1UGJxcTFUZFpZeFowbjJ0VkdULTJhaWk3TjNXbHdHNmRCMklRLUw3NWJYdTdz?hl=en-US&gl=US&ceid=US%3Aen,Men's Health,By Jason Feifer
‘Killer robots’ will be nothing like the movies show – here’s where the real threats lie,"Oct 16, 2022",2022,https://news.google.com/read/CBMiugFBVV95cUxPRnVveldkeU8tby04ZVVkR015cTJLMFRRN0tMcWJCSE5keHZRaUVxLW1YZEZPVTVTSVRfNnF4YjR2bkVHRVBkaWhPLWdxZThHSHlCMDVnd2lhd1dCYVJRRG9WOHNtNVZpaVotYUV4STZVMDFVb2tTMElSSkllUlVUX3lnZWZnS3EzeTdXOXg1d1BHcFc1eUxYMXVXUkJydHNadUFxZnE0bVAzc293QnlncVpZbFRndmFLT0E?hl=en-US&gl=US&ceid=US%3Aen,The Conversation Indonesia,By Toby Walsh
Study Links Female Sex Doll Ownership With Hostility Toward Women,"Oct 3, 2022",2022,https://news.google.com/read/CBMilwFBVV95cUxQRHRiSTlHNklzYU9BZ0hUdHpQYkRMWWpEdlpDYVUwdmQtZmVSbmczeE9qdXZFbUJSX0NiUHdLSkhxR0pibUVGc01SUm5xSHRmOEM2a3BTSDFOVy1zMXVTRnhDdW84SGFBQ0JuNnJzWF9IVnFkeFp5OVRxYk84UjduWDVxNmIwSGdfM1BvUUdxbnhKZjhLVWlV?hl=en-US&gl=US&ceid=US%3Aen,The Swaddle,By Amlan Sarkar
People Can't Take World's First Realistic Sex Doll Seriously Because Of Accent,"Jun 8, 2022",2022,https://news.google.com/read/CBMieEFVX3lxTE9QWlIyV3YxeXhrckRIRHdTNzNDOHEzV2JzYzFJa093Z3Rwa1hncUt0VEh5NUR4ZVNGM0dKOWtGNUcyRWNNbEF0Yy15TDdmdVBLMUVXb2RHZmYtalNKd3ZIZmJpYkZEcHkwU21PcHZuOFRvWEdUOFBZVg?hl=en-US&gl=US&ceid=US%3Aen,LADbible,By Gabriella Ferlita
Looking forward to sex with robots,"Sep 20, 2022",2022,https://news.google.com/read/CBMif0FVX3lxTFAyVldJS0VtRjdUMEpONDY1cUFrV2t1bEY4TkFqSlF4cS1zcHJMMEU5eUNPaFdicmV5MEdyYnAzRThFQ08wdy1RWXR5cUdGN01OeUhCSmhXajhBMGl0VW1UcDFVV2R3RkVJMTE2a1V0ZzBjcHVxcmpKdEpqX3dUT28?hl=en-US&gl=US&ceid=US%3Aen,Restaurant Business Online,By Peter Romeo
