title,date,year,link,media,reporter
Sex-robot maker says you probably won't own his machines,"Jan 8, 2016",2016,https://news.google.com/read/CBMibkFVX3lxTE5wZ3FoeVozVVpab1piSVBRc0ZqQkxEQ00wNDZ0clVkZkxiRzVvaFlCTGZoY0dIOXcwN2NSWkx4NHNIODZpZWR5eVpYTGROOUZfY0REcmgwN3M2VW9pamdoZ0dmSkJ0bzVnRGljdGtn?hl=en-US&gl=US&ceid=US%3Aen,Engadget,By Christopher Trout
Why This Guy Fell In Love With a Sex Robot,"May 20, 2016",2016,https://news.google.com/read/CBMiakFVX3lxTE81ejh0UEJXcURlMEFKQVVpWVUybjFJRUQwZ2docHdQWU9PU2JnNHMwM1JPNGNIc0pqTjI2QWExOXNnTTlRMGhYY0xERDNqNGNyTl9pWXhaMUZUYmpQLTd0OExfQzJLd1Z0U0E?hl=en-US&gl=US&ceid=US%3Aen,Men's Health,By Eric Spitznagel
"Androids May Replace Humans in Brothels, Because Everyone Wants Robot Sex","Aug 23, 2016",2016,https://news.google.com/read/CBMiakFVX3lxTE9RbTk1OEJ4UDJtc0dxYVQwRHZYV05WMXZ4MnY3TFU4dlNBYy15NXhha3VNc0FidFc2d1RtNld6cjJzV3lzS283WWMxRks3Qno5VTZWdVhfSzJ4SEtCa0huSEczQWlrZzhyV1E?hl=en-US&gl=US&ceid=US%3Aen,Maxim,By Zeynep Yenisey
Why granny's only robot will be a sex robot,"Jul 8, 2016",2016,https://news.google.com/read/CBMikgFBVV95cUxPS01QMUVZZHNzdVQ3aFYxbzB4aDgtLW9icmJtVl8wODdfNkR2UmE0eENhTG5oV0h4RFAza0s5VzNFalVJdmQ3N0lKTnVHaDBOTDlQeE1mOVhuMmN5cDEtMHJfbU1uN0JxNFZSZkp6cWE0eDBhZ1RpMGdiYTkwXzVGcjlXREhhRktac0VfUkJYWXNfZw?hl=en-US&gl=US&ceid=US%3Aen,New Scientist,By Aviva Rutkin
What Women and Men Want from Sex Robots,"Mar 9, 2016",2016,https://news.google.com/read/CBMigwFBVV95cUxPTXh5Y3huQ1Fic01GWDNCZWt3X01BR2xEbHdST0dTOGl6dVdtUUhOZndUVV9OVDhpeXVPZUl2SEplSWoyU3RUQy1XWW9DbjVOdFhRaExzRzU0VWFsX1Q3WkRMenRUbVJpV3RnNGJrTlJiem4tUDVFNWljNkZKTi1tVkpiZw?hl=en-US&gl=US&ceid=US%3Aen,DISCOVER Magazine,By Jeremy Hsu
Sex Robot Festival Rejected by Malaysia Headed for London,"Oct 22, 2016",2016,https://news.google.com/read/CBMisgFBVV95cUxPcHpuanY4ejNEQ2VLVXVtaDhuc0pEaGJEOFBIVXBMQ2VZeFZrMlJhREx0QTRrQWh5SXVzOTF3ZEpvTXRKVURoZzFqalRlZktMbHhObk5QMUkycFpLNURRN2lTdXR6WHNfTU1GWDljZGU4elMwbHd1Q25ZZVZVckd2TzJSVVlCSEFzcEZ3ZWdja1FMVjlqTWd2Z1VEd3UzSEg0NkxMYUdFWHhxUFJiRkZQd2hB0gG3AUFVX3lxTFBHUEoteDdMZDhRMUZ5QmNRNWhURFJFbm1xdUp4cVYtUkN4WVFnWjRWUUprZGhFRTY4cGhTWXBwYzBVU3ZjS0JtMi1PU2RxdTRpd0xkNTJWaGpNNUVRNTdEbXpkTDhldjF5WWxHcmxzNDNoU3o3aThoRW03YmwteHJZNXJSZHZzelBsTWhXVVRYVmlMR3gwczJYZ2J0d01IX0RIZzFIdFg0d3NaTUs4dWJPWFNGRFBhMA?hl=en-US&gl=US&ceid=US%3Aen,teleSUR English,
Do humans dream of having sex with robots?,"Mar 14, 2016",2016,https://news.google.com/read/CBMi7gFBVV95cUxOTzhYUU1NMGNOWVhVaE1CdjJpV01ycTAzV01KMDZXaHFjekVWTVNybDdGaUNWUXJKcUdZNDMzamk4V1dldkJUMTdDbGlZOEY5V2t3cENCME41RlEwQW05Q3d4bWxleFhzTmt5aTc4NlNNNGIzVkJBbW5aUTBQUVQxMTVwSnBidHNmMUFhaW5WSldfMGN0OWhrWXp3NmhneXRsYTQ3cVRBdmJ3WmZKME1SMTh4amw1R0lmRkZpbmpKWVczUTYydndMeEF2ZmhnWlNmUkd1QTdiV0hrVjBvR3ZIdGR1YTdHd29vVFQ2U2Z30gHzAUFVX3lxTFBtZ0ptbVRMQWgtSHowclhsQWE1ZTFaN25MYzd4M05YM1JuLXVBVEduOUJZYTAtUWEzcExqNFZaZlo2QWxVVGthMmRSam1hOGpUQ1g5Vjk3bFQ3SlJ0aDlyVWVuemVYenFScEhZZTRFal9nNmM5am42VC1JdnFVS2I3REpLcWtndkRfYjQ5QlRfVzdOVUtEWHU5Q2VaLVUxbTNYcXpYZ2dxd1R2cFlfX1BJRUw0ZGRNQ2RUb0RIM3JmRi1ldmo5aU14NUluWGZRcTFacjh3ZFgyQjZtcUJZYm1GczRhSFdoYy13NTVKQTlfc1M0aw?hl=en-US&gl=US&ceid=US%3Aen,DailyO,By Vikram Johri
Expert warns sex with robots could be dangerously good,"Sep 4, 2016",2016,https://news.google.com/read/CBMilwFBVV95cUxQdHdXUF9JbGZHYVFya0xZeE1nS0w0S3RJWUFYQ2RvLVUzRXhnOGIzMFQtdWd1b1UtN09vUkFleDVNZ2ZIRWI1NkJKNGRhRE1jdHFDdFNSMlN6NG5wQlUxVlNUM2RyQ195SUV1MnBRN1U4cDM5RlgtbktVemJZVG85enN0MTVMbUtDeWpLbmxhTGVUeXc0MGFJ?hl=en-US&gl=US&ceid=US%3Aen,New York Post,By Hannah Ferrett
Expert says AI-driven sex robots will blow you… away,"Nov 15, 2016",2016,https://news.google.com/read/CBMigAFBVV95cUxObHZtV3oyWXM1QVhXVEx2Ul9TREVlMU5rdlZwYjEzUENnTnc5c2NvYnR2OGVCYXpkeWJLSjhVamlWZHJpQUEwZUY5VTZ4eHhsSVZkWEJyR0xxZGpTbXBhd1lJWTFYTmtnU0szWHZKRjhvTGpsU0xOTTFnc1pzTG9QbQ?hl=en-US&gl=US&ceid=US%3Aen,TNW,By Bryan Clark
VR Sex Robots May Be Coming Soon,"Apr 7, 2016",2016,https://news.google.com/read/CBMijwFBVV95cUxNdkZEcXVtZ1Y4LTl6Q3VSMVVKVUtNUFVRZ1JnQndPOWg5ZnhkWUUtUzdMQThWeTV0d0xzcFU3cS1Id0x0MXZ1bTlTb085M096VVpjZGNTTFhsWDhiWm5QV2lham5rN0ZVZXBOWExnbk9ld3dOLThYVE5oQmVTZzN5TDU2Z3k1Z1RxZ1hiOU54Yw?hl=en-US&gl=US&ceid=US%3Aen,Forbes,By Curtis Silver
The Future Of Sex Could Be AI Robot Sex Dolls,"Aug 19, 2016",2016,https://news.google.com/read/CBMijAFBVV95cUxQeExERTBOSHpZTXM5aW1TYXJkcUk3X0Fsa2ZsT0ZTdFNldUtMb0hzTlJSbTREb0g3Qnl6cW9aMk85ak5hb00tZXVZdXh6S1BSM25QZmpCMkNiMnY1VGRxaE9pdFhLbWJjd0NackhSUGhqcDlnMHF5WFJXUmFtcFlINUlBakNsYXpwWHBPbg?hl=en-US&gl=US&ceid=US%3Aen,Forbes,By Curtis Silver
"Yes, Sex Robots Are a Thing and Here's Everything You Want to Know","Dec 7, 2016",2016,https://news.google.com/read/CBMia0FVX3lxTE1xVEREVWdla0RpWGZ3UDlZUHZxQzZyQW1MM2dtUWRNRHhMRkhyN1F2VEVPbWltcUN0cXp2Yl9ua0piR3pYa3ZHa2pVTHdScTAzYXlFeGppNWwwTVJrT1ItMXpET1o4Y3ZHN01R?hl=en-US&gl=US&ceid=US%3Aen,Glamour,By Suzannah Weiss
Internet turns Microsoft's Tay AI into pro-Hitler sex robot,"Mar 24, 2016",2016,https://news.google.com/read/CBMiowFBVV95cUxOcGotUDFyd1QxWjV6MHpZNS03dDFGZmxVdGNHakM3cGxEbm1RLVM0dUhnWGZHbVRYQi1uVC14THZscXg2M1dqb0thT1pVcG9HcmhzWGhhNDNsN2d2WVo3UlR2UktWb0NkX1JZbGNkUlVHZjZycGFza0JFRTdNcHZfbkxnbzNLdTFjc1ZEQWdfNUI3MUxHbWFNTkN1Q3pxT2U0RXRv?hl=en-US&gl=US&ceid=US%3Aen,TweakTown,By Sean Ridgeley
Sex robots: what men and women think about such tech,"Apr 9, 2016",2016,https://news.google.com/read/CBMizAFBVV95cUxQOUJ5NGxJTmh4UzN3UDQtTFZfVV8wcF9INWlRMC1vbGFmNnRIZ21qUDdKYjJOQm9uSXZfY1paalpTamhEOUpPV1ZZSHpKakh1cmdLT3gwWExtdGhEeHh0UV9vUUpNbnRPX0JSQ1k2WHVkanlia1FHX1RsTndGOXZlX0RLaF84dERZTm5GQ0tJeHZ2RW50UlZiYTBndWJzeFJKRkpXdmZDRFpSMGRBalZJU0JMalFRV09hNWxlc2hWMHJCUjdWR2RJVmRKVkM?hl=en-US&gl=US&ceid=US%3Aen,WTHR,
Why shows like Westworld only show dark side of our robot future,"Oct 10, 2016",2016,https://news.google.com/read/CBMirwFBVV95cUxQdFc4U2gzdVpBbGVYdWdkYmR5TVFLWko5TVBQdFkwZXphNEZoMnFCWTlkcjJ6cmk4bkdJQTF0WjhZMmM4MEw0TURpV2tOU1RlMFFCT3VscXRkVXBSaU9fSUpjNl9DRGh3aEpCcWxXZnFiN0RfSGE5Tjhnd0xWZWYtS3J0Z1dYV0FYS0hudEl1NjhrdWxncG1XdHBMcTA5ZE1WNVFCLUltc2t5NnVyVFpZ?hl=en-US&gl=US&ceid=US%3Aen,New Scientist,By Kate Devlin
You should probably stop having sex with robots,"Oct 7, 2016",2016,https://news.google.com/read/CBMibkFVX3lxTE9vQlI0ckEtVnNBNmR4Mmp3VlZfbzRrV3gyc2R6aUlrNmh1MGUzVUNlT1R5OWc0M1ItOUNkWkRNV2g0TUItQ1RuUjlxWWI5ZDdfdHJLUFlELTRCY1lFOVNsQ0lYMFh5Qkw3OUxOVHNn?hl=en-US&gl=US&ceid=US%3Aen,Huck Magazine,
A Cafe With Sex Robots: What Could Possibly Go Wrong?,"Nov 23, 2016",2016,https://news.google.com/read/CBMiiwFBVV95cUxOTjZSbXY2bHJJMnhQaFo5WG5BMG1XaGR6M0lwY1pNXzlFai1LZlVPanBmb1RtQWl0U2hGRi15bi1DSEo2bWJjejU2ZWtVaHZWWDVlaFFJcF9PSndaeVE4UG92MFhrcGw0Z3ZyQVpqeG4yNEtmdDJLQVZtZ2hXTFdxbDV2akZ3QVYtd2dv?hl=en-US&gl=US&ceid=US%3Aen,Sprudge,By Zac Cadwalader
"The Future of Sex: Sensors, Cognitive Computing and Robotics","Apr 15, 2016",2016,https://news.google.com/read/CBMisAFBVV95cUxPd1F0WmhiTHROZ3BQdEJHTXAyMFFpMXl6MkNQLThWZ2Vmd3dPUE9YSnJsRkdWMDNYVHJYZ1N6R2g0emJFcEFrcXdtYnRWZUZYN2NYYlZXMWx5d1ZhOUNuSkVRVEpIemVxai1IR0UzZGxZZkpxbTRINUpJY3JoSUxPTDdMeWdRTWFieGRTSVI3bmJMbVVnUDV0OE83bmFsX0VNN3JYTjl1anBvR1VLbzNMSg?hl=en-US&gl=US&ceid=US%3Aen,Forbes,By Bernard Marr
Relationships with Robots: Good or Bad for Humans?,"Feb 1, 2016",2016,https://news.google.com/read/CBMiogFBVV95cUxPWFU5bktveWhYMWpBT1lLZnFZMm1fYmtNLWZqQXRqUzhDeHFqQWJ6MFpLUHU2U1hvb240ZVpIQVNpMlRMYUJEX1FmUGFWRmx5RkVzSDJ4Um0zcmI5WEtFa1BFUFhpWG5YUFVBMFEzNGllVFdKWGdKbnE0ZWl3MW9vbzBOSTQxS2xqX3VhSlhidDdJVmFhRVEyYlR3bTZNSk1qY2c?hl=en-US&gl=US&ceid=US%3Aen,Forbes,By Patrick Lin
Why I'd rather have a sex robot boyfriend than a real boyfriend,"Jan 12, 2016",2016,https://news.google.com/read/CBMirwFBVV95cUxOU2ZhX2RxbWVVem55WWYxcU1IQ2JhSFdfZXlUcGt3bjBFeVN1X255aXVpcHd6U0tlUjBoYTR5aHM2dndGT1VtZ0J6aHh3aFdnMmZSSU14LS1kZ1NaVng4NkJjM2xsOUNIcEZpQTVYOWllZ2t0NzdGQ1lTRjhOZ3BtWkN4WEtyVFptWVVzdFdqZnlJaGRMU2d6MHF1Q1B6QlUtZ2JwcXB0MXdmano2ckY00gG0AUFVX3lxTE5UT3NlSFFuMzNpOTk5RVNJTnRkVkYxbHlRcHVfVzl5SWFBb0ZDV1VTMmRhb0g4X2NhWG85REFBQVNaYnFXX3RSaXpCc3A4dmVTNF9iUy1yWmpwMEVpM2Vfd3M0WF9kYTBEMUIzZjNqV0JzN1c4cWZrWTZuWWoxVmdYRW9vV1JaYnZRSS1ub2FxRkNjZ2pXWmsxd0g2LWFxU3Q2cnIyOTF0WVZ3Qi0wMTN4SlRENA?hl=en-US&gl=US&ceid=US%3Aen,Metro.co.uk,By Yvette Caster
The future of sex includes robots and holograms. What does that mean for us?,"Jan 14, 2016",2016,https://news.google.com/read/CBMizgFBVV95cUxQeE1yMXRDZXU3djRGWk12a2JQZGFYOE1NTURfNTZHcTduX2k3TDJzVWg3d2xiM2tDMUR0N09YOU1WVXBYTG1XZXdONnBoS0dsLTVxNVlpYkFOMFVjdzdHVTBZMlVlSm5fblEtcngwZElwVWN6MEhnX1JpRlRuWlE4TnlYVXNZcTVZVDBsWmJUbzRjTHhiRTRMd1dRYWJfNVU1QXdhbElRUU4zRHRjYjJrSHM2dWtvRzdFZWhjbFJ5eHhKRFRSTzFScjNNR2p6Zw?hl=en-US&gl=US&ceid=US%3Aen,The Washington Post,By Caitlin Gibson
5 Reasons Why Sex Robots Are Years Away,"Jul 12, 2016",2016,https://news.google.com/read/CBMigwFBVV95cUxPUzVYVHBIa2VkMG1VLUpBUGUxOVM3ZmxQNElsQi04eXc5ZnZrbXVqZm4xRVNrOWxuck8zamVzOUR4NGVCZXFJR3NIbUhpcnU2UmpMemMyWDJxSERiZWdxS2hIb043QjY3aU50SC1ib1lpZzVoalJXczJfNEhfRTg4VUpHOA?hl=en-US&gl=US&ceid=US%3Aen,Inverse,
When will sex robots hit the marketplace?,"Jun 8, 2016",2016,https://news.google.com/read/CBMifEFVX3lxTE9ESjBJbzFrY1pXSG1iLUd2amJrR0U2WVVxUENldFBjQ2pPZ01lUFhVX1p5Ump5QUJlX210b0t0dkhGVW50UUJ5UnAxVG5tYmU5cjc2cGdnTUQ1MWtEZXVhZGJ4eFB1NElHSk9lSWF3ZzVlQ2tQeVhBWVVwZDc?hl=en-US&gl=US&ceid=US%3Aen,Robot Report,By Frank Tobe
"The important, unanswered questions about Westworld’s sex and murder bots","Oct 12, 2016",2016,https://news.google.com/read/CBMiigFBVV95cUxOczBSQkkteFV4ZFZyQzNudGxseEFDVURzTVFwRGZvSWpua25ESXRqZk5YTERIYlUtRzhsLVZxYkRBWUFrRnlJS251VEZYbTVMZENjQ2pfTXEtWWdZLUhvMjRNc0E4TmJfTHhBMkFLMFBMNjdSLUhaaHZGbHpVRnBfZDh5UEhVTUlYa0E?hl=en-US&gl=US&ceid=US%3Aen,Polygon,By Simone De Rochefort & Ben Kuchera
The sexbots are coming,"Dec 23, 2016",2016,https://news.google.com/read/CBMic0FVX3lxTE9GZ01NWUF0ZlI4WmJRMzk2eHBRdnpWcTFZUUwwMUNjN1d5alFBM1BzSVQtQnBwejdMQjdkWGM4SHlsNEdaOVlXM2g3VFZtSlRlVDRLbEZ1UkcwWDk2X1hOUmYtOXN3YkNnSlB3azZ4dDgxRDQ?hl=en-US&gl=US&ceid=US%3Aen,academic-cms.prd.the-internal.com,By Matthew Reisz
The first ‘Westworld’-style sex robots will go on sale next year - and that’s just the start,"Oct 25, 2016",2016,https://news.google.com/read/CBMikgFBVV95cUxQWDdfa0hLMUdPUlcyZkpXSGk4Z21IUDc4RmlPTE9NcDBxZXBoUHA4OElRblAxSjV3NUlGSTFsWEdzYlRGTlo3X3Zma2xUX2F1RlFOeEtLNjVQX25scmRUb2p2blBVRE5aNWpCMTVQZEVOXzM2R3lXalZGYWNnQU8wZFd1V3psSjE3anI2ZHgxQk1OUQ?hl=en-US&gl=US&ceid=US%3Aen,Yahoo News UK,By Rob Waugh
Would you bet against sex robots? AI 'could leave half of world unemployed',"Feb 13, 2016",2016,https://news.google.com/read/CBMiqwFBVV95cUxOalRMWm84UVhxRXc1TXlVMnVnZVVyLTFJcll5WV8yY0JUdW5LUWJoTWRiR3NoSXJnTjJtY29aQTRqX1Q5OEw4WWhLbnNITTYtNWpGUmRxZFRMRDg3bDI2aEZBUWZ2UTB3bHE2RF9RNnNiM3YzY1pVamFINU8xS2NxMXJramNyWlNIU2pnUFFKc3hvWjU4VGlsYTNUTU0zazRLdnprS29qa0NlbUnSAasBQVVfeXFMUE5yRWdjNzUxSFVIR1BHcEpvb3hpR3h2eFdwQzZqMG0xTkN5Z2o5Z2lfZGN1amYyWkNaSmpHbGFGNXJMMmY0NG9QZXNCaFZiZ3VvRjNpSXpRa2FPbWp2UVFZWWRWLWMtdU9UTVBZWW5jWlJ5OGhCd0NkNncwYXZRWmZNbGhPVXlPb3NCYlJ2d1NVdmhSVG5YOXQzZ1Q2WkFEbW9QTlBFR0lOdW84?hl=en-US&gl=US&ceid=US%3Aen,The Guardian,By Alan Yuhas
Microsoft 'deeply sorry' after AI becomes 'Hitler-loving sex robot',"Mar 26, 2016",2016,https://news.google.com/read/CBMitAFBVV95cUxPYWFHQVRwZWpSN1p0QkhKOURqLXVUbWlkUHFhUlhRamllMWx5bUhDLUN1T01ielczTFJIZkVKMndURUlUZUpBUk9fRjQtMHJwcWJBZDBNMzVsQVFsQmo2QUp2RE43TVlaMXRXZVR3SzdYcGxQNlc0V0phLXNjZ2RRSE5TZE1CUWtOQjJJOXBJRFJpMzQzQ2xYRk53RkMwbm0zLVEtX0JEN1hsNkdIM1pPWUtHdWg?hl=en-US&gl=US&ceid=US%3Aen,The Telegraph,By Mark Molloy
It’s shockingly easy to fall in love with a sex doll,"May 23, 2016",2016,https://news.google.com/read/CBMiigFBVV95cUxQOUpreWpNSENwdWFmcWxXQTg1R2JwVi0yYVZJdXFuTU9ncmVwcTNtNk5Ld200VmNnQTBIUzIzV3FOVzZHTkhDWFNBMnVaR1ZKYnJvZUw4RUgtYXZiN0NjM3ZpX0hTclRJYVI0eHQ3S055Y2hNM0N0MXl4aDlmS3RUcUlLaGxBTS1yS1E?hl=en-US&gl=US&ceid=US%3Aen,New York Post,By Eric Spitznagel
The Real Goal Of Sexbots And Artificial Reproduction Is Making Women Obsolete,"Dec 7, 2016",2016,https://news.google.com/read/CBMiowFBVV95cUxQeFliN2JvdDgxajlfLWpQVEd5V09NWmJyaW43RVJ5OXVwcHdXTWYxUTlwaDMtZ19ENGFiX3plQ1ZRT1NRWXR4T1FIcFJKVmJXWVk5X2kzMGJBNm1kNzVUUDZ2aHpPNVQ2ZUFkQV9ZQlNSS1BwX1ZQaUZpS1NtTFc2b3BnRWNIdl9QZFdCYkFIZFVxZ2kwZmxHMmFHNmJIX1AwUWFR?hl=en-US&gl=US&ceid=US%3Aen,The Federalist,By Libby Emmons
Sex robots might be better in bed than real humans,"Sep 7, 2016",2016,https://news.google.com/read/CBMiowFBVV95cUxQZzRHWUxJY3A4aDlHclRSNzRSQ0RONXlMQ2cxT0pRYW9sc0kzMXN1aW5XMEZjMlBlYVhPQ3RWLUFaTHJaZlgyNko3VHhzdnl5RHB1TFdHU2RvZHl1NFlEeFBoMm1oZmY5TUZMenlTZUlteUxuVk9vRFBqY3Z5VnN6YlVUWVMtb1Rsdjdzei1jWTVFTGR0QnVNZWhoX09nVWhPR25F?hl=en-US&gl=US&ceid=US%3Aen,CT Insider,By Beth Spotswood
Sex robots might be better in bed than real humans,"Sep 7, 2016",2016,https://news.google.com/read/CBMinwFBVV95cUxNdHduaEd5bEd0QVNINkZZUXRWQ2VZajl5eUhZMk15Z2ctcXJTc2t4Y1NfYmUxa3JjaGtjcXZVa3Fta1NkZG9rRzczUFBRRmNhTFFBdGhXSGUxUHlwZEV1enFRQkVvTlJOX1RBNU1kdFdnZDl5a1BhMTMyXzdXeGpsa1BBWXNteEVucHFpeUVYLWdyNWJrNWhuaXRLOC1YZzg?hl=en-US&gl=US&ceid=US%3Aen,SFGATE,By Beth Spotswood
"Is it OK to abuse, trust or make love to a robot?","Mar 24, 2016",2016,https://news.google.com/read/CBMimgFBVV95cUxOOUFlN01vdUc1eEZ3N0FoU1RZcEU3SUZ3LU1TRHZUYml4NlVmUkpyQ1d3cTlqM1h2UDNEbjlibnA4WVlLbVF5em0yOW5aMXVoTk96ZXUteGZfUWNiSWNQemk3ZWs5aHlvUlNjV2huVkJ0Qm5FV19EaUtYVmFhanFjM0ZVTkFublI3dzBmN1VsVTdyWDdfSDU0cWx3?hl=en-US&gl=US&ceid=US%3Aen,Nikkei Asia,By Ryosuke Hanada
Humanoid Robots Are At Your Service,"Dec 7, 2016",2016,https://news.google.com/read/CBMiXkFVX3lxTE1tcVNabU5NdGI1RjhKU2NSODNNU1E4UUdYY1pqX2cyRkZVMmcyTGFMSm1XeHVqNkNxQmtFSHZWQkM2N19IdmpQV3A3ZFBkZW1mNmVjXzdTVENhTkIzQUE?hl=en-US&gl=US&ceid=US%3Aen,Nanalyze,
The next sexual revolution might be that of the human-robot intercourse,"Sep 8, 2016",2016,https://news.google.com/read/CBMickFVX3lxTE55cHppUFNtQk1KMk1sNEJacG1IN3BVUG1COHJZdVNCWVhaY0U5TnR6THAtaEM5YXI1VzY4X2o2UG82N0p2UWVBS3RROU12NGNCQkpNTGMyZllwdzdaWnd1Q3VPQ0d3clptVE5wZmVCZWFPQQ?hl=en-US&gl=US&ceid=US%3Aen,ZME Science,By Tibi Puiu
Today in Science: People Get Aroused When They Touch Robot Genitals,"Apr 7, 2016",2016,https://news.google.com/read/CBMihgFBVV95cUxQZUJyUDNybjNJZDdhaWktYXFSdjFfem00Rm1ISlhRdUhYWmJWVXI0Ny1fUlo5QklVVVc0LUwxNDNIUENPcVdjRXJRQzVLNUR4X2xIVGN6ck93MV9fVFBKY2NOdWZtM21qcFc4RnBrR0hlaVlzUmF4MG5MRkFKT294WjhmekN3QQ?hl=en-US&gl=US&ceid=US%3Aen,Esquire,By Sarah Rense
Sex and marriage with robots: science fiction or new reality?,"Dec 22, 2016",2016,https://news.google.com/read/CBMiekFVX3lxTE1adEhkYjZBcVJSSU9landrLWpoQW5ZaXdIM08wOXZBSG9Pa1RaRUtPMk96MzlnV0JyTWxsd1d0ZVVFemFfOU1OeDZLYm5xLXJDX0h5d1NrX0pHZThWSU0ySk41MG53SllJUGVvYVk4QmFlejA5U2pZSUxR0gF4QVVfeXFMTi1QUzlUQmVrcW92R3JQS1EwOVd4YWt6Wjk1NDMzYnhmS3A5QWxNWXNiZWdCalVteVJMSHNpbElwbmJYemdGQnFXb1F0a1ZMc0dwQVJmbGlnS2VNT1kzemE1SWRGckYwNXRaa3EyT216elQ2MW9KMzdT?hl=en-US&gl=US&ceid=US%3Aen,Phys.org,
Bradley Charvet's Fellatio Cafe Serves Up Blowjobs From Sex Robots And Coffee,"Nov 22, 2016",2016,https://news.google.com/read/CBMiiwFBVV95cUxPZXNzd1ZUNlJtamN2dk1yWm5JRXpycUpNd25QT2QxZm5EN01jdmFIem9jQTRKSGcyZmR0dEJscUtPT1hPR2NlZXR5ak9GcUJienBYeWpHRjNPelRma3BCZEFrV2F3VmMwRHUxNF9lLWU0X0RaMGZneHhyckU1bVVxNUhJUF92Mngya1Ew?hl=en-US&gl=US&ceid=US%3Aen,Inverse,By Gabe Bergado
Sex robots might be so amazing that we stop having sex with humans,"Sep 8, 2016",2016,https://news.google.com/read/CBMia0FVX3lxTFBFRHlscjZ5R2FKRWRPVEhsLTRMRnhuVG1EREhXdGNTMXJoT1FUa0g4blRfcWVuZHlBZTRzcG01eUdsYmFETzh2clV0bS1zSEZWVFdzMlZ5WXhrTkQzYXN2bXlwRlk3a3pRbDFB0gFwQVVfeXFMTS1rR3JJeDRUaGo2ckVfZ0twVjlWR2ZLYVZ6ckZJNzNmZ0E1bXJzQzhXSERoX01zLTBLVkR1V3g0WC1sQ0J1MXhNdXNxTU8ydmVhY2Q0SHRRczZQcDVrUDA0S2tBR3JMa2tjMmFhT040SA?hl=en-US&gl=US&ceid=US%3Aen,The Daily Dot,By John-Michael Bond & Michael Bond
9 Bits Of Tech That Will Change Your Sex Life – Page 5,"Mar 17, 2016",2016,https://news.google.com/read/CBMijAFBVV95cUxQeWFVVzlnNFV4Q18zcXVuM1h0YXB5VTlYdnNNTjNmeGdNdWdYODY5MEo2SGJnSkY5YmRPOWVRaXhRTmNVTVFsQTdrTWxtUFNUWno4SFA0WUhSYU82ZXo5Z2I0STg2ei1ZRjF6ZFpVUzdpYW54bmRPNkhqajZTelFxc3BFUjNwODZvSC1Sdg?hl=en-US&gl=US&ceid=US%3Aen,WhatCulture,By Stevie Shephard
"Like it or not, love and sex with robots is part of our future","Dec 23, 2016",2016,https://news.google.com/read/CBMihAFBVV95cUxNOF9xQlJLWGpoQVNSQThKaGYtVnB5d0hxOGg4NWtFZGN4YkZISmFXSVJMZXVhcmh0eWZCREd3Mi1MSldmSHhlVzVsbkZORFRoaTNZc05WMzJrN0VSNy1sS1pGV1lSWUpKaGkzOEh0cm5HajhHMHZjdGpSeVEweVNnbE1YcUg?hl=en-US&gl=US&ceid=US%3Aen,inews,By Rhiannon Williams
Should sex robots be banned?,"Sep 7, 2016",2016,https://news.google.com/read/CBMickFVX3lxTE9fbEExS3h5Z0FYWHlnX3VZdlVscU5Tc0xMckpHeWpiMHE2aEhpT1dWU1Y2RWZVaGF2NXJKazU3Z3FaSVlkRVd1TWY5TzdRckhsRXJCZ0Z0U0FtRXVfa0d3V0ZlVzJkUHFlWGJEVV9DLXVTQQ?hl=en-US&gl=US&ceid=US%3Aen,News24,By Lili Radloff
The wild future of prostitution,"Aug 23, 2016",2016,https://news.google.com/read/CBMib0FVX3lxTE9GTHlia1FBa2Z0ZVk3Um1zcVVPc3hFMXVtSHk0TElRZm1TNjVEaUdwTUdLazVpQ0Z5d2MtMGtMMHN6TlpWTDZsNUZwd3VRWnd4d3d3X1l4MHV0dm9fTGkwV2ttNlNTeEZuS0VzTXRFNA?hl=en-US&gl=US&ceid=US%3Aen,New York Post,
Sex robots: Experts predict human-robot marriage will be legal by 2050,"Dec 24, 2016",2016,https://news.google.com/read/CBMilgFBVV95cUxObk9qYVdiSGUxV1JjRkRrUVlXNm9hb0xsb3RXaFYzY2VBN0ZxcFAwLWhZNngtRk1tMWZKR3BGcXowbEh3a00xdmdyaENNMkxKRm5KdDEtU3BpNFJ2dEYwUmJzcHhvelZwRGNUSXZtbHBOYjJCSHpveHMzYXdmRk0zdEI0UjZZbWk0VXJ2dTU5WDlTZl92T2c?hl=en-US&gl=US&ceid=US%3Aen,Quartz,By Olivia Goldhill
"The sex robot soon reaches the reality, what is the task for realization?","Feb 15, 2016",2016,https://news.google.com/read/CBMia0FVX3lxTFBXSk5CTzlXOXV3TFM2MXJmTE1JV3RkUGFZdXFmMVhtRXlYZ3VrREVqTlFfMDhyMFRuM1B3SlBCTjVZMTFvbWdNb3B0RzZOS3VaU1F2QWdlUkVsazhQb3RVbUl5M0lRQW9rUF9B?hl=en-US&gl=US&ceid=US%3Aen,GIGAZINE（ギガジン）,
