,title,desc,date,datetime,link,img,media,site,reporter
20,I had bot sex and it left me confused,,"Jul 10, 2014",,https://news.google.com/read/CBMiVkFVX3lxTE1FcmlNSHJUT0dPOGFYcnlqV210Y0ZvOW1jVGkxNHAwTnZhLVdiWWx4NHVXY2d1MGxlMVF5M2p5OHdfaWZEVm05ajVROGg1SzBOWGEtSW53?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXplWG8wUVhNNWFYVklhemxPVFJDM0FSaVRBaWdCTWdhUkI1NW9EZ28=-w200-h112-p-df,WIRED,,By Olivia Solon
21,French Artist César Vonc Designs a 3D Printed Sex Robot: Meet the Soubrobotte,,"Dec 29, 2014",,https://news.google.com/read/CBMiW0FVX3lxTFBKbTdHc0laZkNqM09EVmtXQUNKbmozaTJseVIycEN0V3ZXZ2NIZXVyamJtb1RmblkzNTd4a3RPcGZ6WlJPQkxhUXhHQjBwQWFQb3Awa1Y1dW9UeEXSAWBBVV95cUxOQ244R1NEY3I1RDg3TDA3OVN4X3A3aVEySjdpUExhYmxrSWtVUjZxb3hmTHBCRkhkbzkxdm1STXVWSmMtcTlnZVN5SjI0aGxQVDkwSjY4TFh1emY2cG55V0c?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNWhja2cxZFVvd1RubExaa2h2VFJDb0FSaXNBaWdCTWdrQlFJTEdwT2FwOVFB=-w200-h112-p-df,3DPrint.com,,By Sarah Goehrke
22,Your Shot: How Basement Jaxx’s Twerkbot is Saving Dance from Death,,"Jul 23, 2014",,https://news.google.com/read/CBMilgFBVV95cUxPd3hoOFg1bXlZa3F6NWhYTERLeW9NRzFGYVJSdXAtZWpfemoxSFh4NC12STNrcW9SUncyQXl5bHJraU9BRDdTMFQyRHRob2VZQjhpdWlPSVRrSW1fRDlZVlBFOU9YTG5zTnUzZ3Nrak55SmN2a05QS05YQWhqWjY3emgzQWtzclp1d3lfa2VROU1ua09Senc?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUJNMW94VEdFM2MzTjJUbkpTVFJDd0FSaWVBaWdCTWdhQlZZN3NwUWc=-w200-h112-p-df,Little Black Book - LBBonline,,
23,One in six people would have sex with a robot,,"May 6, 2014",,https://news.google.com/read/CBMifEFVX3lxTE0yRjhjVGZsbER4dzl3WEs1aWFyS3dHVmM1dWwyWmpwVlFhREpNMGZvcGtuMnNkbTF5UTd2a2t1RjBMUmpGTzBweWl5aU12OUZaY2FNMjg2WGZjaWIwbVFGTHNQbGMtRktqajJSbFFlTnF1c09qNHFxckk0amU?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iJ0NnNDBkR1JVYUVSeVFtdExTV0ZOVFJDb0FSaXJBaWdCTWdNQmN3dw=-w200-h112-p-df,The Week,,
24,"Soon We'll All Be Having Sex With Robots, Maybe: Scientist",,"Aug 13, 2014",,https://news.google.com/read/CBMiX0FVX3lxTFA5OG9NYmxJTnNQeDRCRms4YlFJMzEycl9QV0NSLXUtVWp0VTNGblBBVmw5dzZwRGxTSGpiNEtBV3F5RmV6R0xYOTFzaE1fbkg3ekExUUdyWW85Q1ZFU0dB0gFkQVVfeXFMTjIwTjJJS0VyMmNfNkdwdU54cXVaMTEtWFp0b3hUcF9Cc1dSbnQ5NkQxMmFkbTNoc045Qm1tVWNHWjBDT0U2T012dWR0UERQanhGeWtaVW1PTWkzMEZTYkQ1dGVRaw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNURNbDl4UzNkWVdWcGxkVUZrVFJDb0FSaXNBaWdCTWdZWnM1Ukt1UVk=-w200-h112-p-df,HuffPost,,By Harry Bradford
25,This Model Got Plastic Surgery to Look Like a Sex Doll,,"Sep 16, 2014",,https://news.google.com/read/CBMiowFBVV95cUxQYUkzWGl4S3RXYlVNRDB5X2N1UnRoWUpGUkYtNWl6OGpZZUFIaVkwdTg4UEVKV183QVFvTkRxVXIxVnUxQkQ1QjlLZEQ5eXRyQnpnMTlVYUl0cUdVMFdJODZSRGNfUGRTRDFBQXN3WkY4ZlR0SE9GX280X0Jta3l0Q3BuM0dQS3NrNEVFOC1XRzlHT0NQQWRqQU50TUlkaERVaTY0?hl=en-US&gl=US&ceid=US%3Aen,,Cosmopolitan,,
26,The (Robotic) Sex Industry of the Future,,"Mar 23, 2014",,https://news.google.com/read/CBMisgFBVV95cUxPd3NGbGZrdVRpTURFbVZsYkJNWG8yWXY2S2YtcVdzSTJkR3U3LWlhQ0U3ZTFVdzRTNW9CNjFZUVB4M0xTX1NpZ0dicnJld1hvRXBNaGgxVC1jMS1XNnRHV0x0Ri0wUXM5SGdQbDhsZ2xoWUlIQ09tc0JXVWVMczhtaEpfdjJTdVkwWWtIUkJ0bWtLU1QxSGF4R0pHZ3FJV255RnRUM2F2aXNzQThFRUR0cUtR?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDBlamRmVlc1alNVVkJNVFpoVFJDb0FSaXNBaWdCTWdZRklwYXRIUWs=-w200-h112-p-df,Slate,,
27,Child robots could be used to treat pedophiles and other sexual predators,,"Jul 18, 2014",,https://news.google.com/read/CBMiswFBVV95cUxQMC0tZ2t2MjBCMzNEZXN4eGdhR0tranNpaTZSZ0lCNzVCN2ZDZml4Y2NIX3dSdjRTTjVUWGlsamg0X0VpWUpjOVpLcUdqZ1d4OGhremRlMHJHTWktamowYXJKUDJrNjkwNWVzTmI3ZWxVNlhtQnVpTW8zYUh0MU9RM3B0aC1vSExnNjRCbkZHN01ac1E4TGtCQ0lmN3ZPWmxCTFJac0E4TkszQ2xVN0RXNlM4WQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVlORVZhZERWdlVISnROWHBXVFJEQ0FSaURBaWdCTWdhOU1ZVFJJQWs=-w200-h112-p-df,New York Daily News,,By Deborah Hastings
28,Could child sex robots be used to treat paedophiles?,,"Jul 16, 2014",,https://news.google.com/read/CBMihAJBVV95cUxOU0o5NVF6cXVHd1FSSGtPdFhrZTh0bnBua05DYmZQNWVlVVhDY0pYMFhEU19JNkVTYXZlSjVnVVlhWHdoM0w1bHZLTGlYY3Q0LUt3RVhzdEFYUDVRbzZZblJPeFdLYmE5Zk5sd2NMaVYyRnJPQ2NmcXMtTXRFV0gyWXg4UWpiRGJrWkJVcXVSbjNKSjlBUjhTbFZYMFR1VzNfbXlwaWxLb2ZCS3JmS0FwcThDcHlMVGsxdk05X1RXdGpUM3NiZzRXbkJBMjVienJyX1VNSURXNHpScklwTTMtWGZuMkNoOC1iYmt4d0hzSnVNdTYyTVNVaUhGZlhWejJYSDF3b9IBigJBVV95cUxNRWp1UXJyclBWeUdwM05qUW01S2JmamY1cHFvaVZZNlZjYXI4eG5IcVB3bUlqVjhuNEVrdWhTaEdBTHFwcGwtdHBfUkU1RUljMkFpY3UtblRHelBZWExBbF9qLVBJMHZYZE84bjhOanE3VV85NEotQy1lMjlzYTBHV1pDcFhYUUttZ3FEZ0c3UVZWc3J5VVNndVlIcXVIN3Zvd0Jta0k0N0ZFZFA2cnBXTHdyeXlhRUxXX3o4YXI3M2tSdTR4dnl0cEY5NGtmTHUtS3Z2aUV1QzZKQmItRV9mTWpWV3BwRjl1X1k1TzU5NzdTbTB1NDdRMnJHaGl4STBOang0cG5qQkowdw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNWhialUwTTNScVNFdGxTR2xvVFJDdUFSaWlBaWdCTWdZUktKU0hsZ2s=-w200-h112-p-df,Daily Mail,,By Mark Prigg
29,"Sex With Robots Will One Day Be As Common As Taking Selfies, Say Optimistic Scientists",,"Aug 18, 2014",,https://news.google.com/read/CBMiwAFBVV95cUxOaklnLThNOEVvTTkxcDYzMXRWYWR5dWplc3N1VHVDOFJEc05UNUZSdzlOOU1WdE43RExWaDIyX1R3ZGY4YVdFTExISkJSdmUtUEQ2aHNZMUw4RTRFMWtlMFJYOVhCcU9ac0FLdExfeVJEM2t6cElBZ0kxVXdqLWNLTHRaamZEa2kwUGkzQWpKOC13S0RpRDVuLUh6UGVQek5ScGpuWlgyODBrX3k1Y0lMeVVHZ25uWm1GNDY3XzRCQzM?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNUNNRWwyY0VWRlNFTTNPV3BZVFJDM0FSaVRBaWdCTWdtQkE0aXRHU2ZnQXdN=-w200-h112-p-df,Bustle,,
30,Virtual Sex Robots -- Rise of the Hook-Up Machines,,"May 23, 2014",,https://news.google.com/read/CBMigAFBVV95cUxNOTUyY2doRjVEbHpvLWIxbUtPaTI2eTNFWUx4U0NrLVJfcnAxMXM0UDhWVVFPMkl5Ml9PRzhDMm9GYzZlbEFjMmlfTVV5TDR4eWpJQkRBTlRHRVFtM0NWUklKblJUSGJYOWZVMjFsQUF4QkxhVEgtQW9PaWVQZWZuYg?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNTVXRjlSYzNNdGMwZDZXRTFXVFJDb0FSaXJBaWdCTWdhQlVaSURxd2M=-w200-h112-p-df,TMZ,,
31,Robo-sex? One in five British people say yes,,"May 8, 2014",,https://news.google.com/read/CBMiiwFBVV95cUxOTG1MQmNkTXVaTHdIbDlxTW91VnY4cno3UGNHQ3h6MmJZYkR1aG55ckdGQ3lpemVPNFZhbjJCLVBZdUNlczFPaUtuU0JRdzhabHZyOGc5SDBraV9qcFZXVXBtWHMwWGMweW8zNHdMUXNBamRxQzlkSk1iU1dJMjBYQW9kRlZWNU5YM2pB0gGQAUFVX3lxTE50amNkN3NUNjgyZEEzTkZWaW5mNHoxczI2bTltNW81aF9KeE9oaVB5WVZGaFN0NGlwcDBaUW1KT3B1Vmd1R2NQYnkxLV9aQUtmSDNVX25nN3BvUXVwd29PbWlCdFljUVlZU05ySGJ5cVNNNHhjQlV5MW9IaHhnSGMwd1dIWjFSaXZ1SEI2Smk0TA?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXFZWFZRWlVaQldFcDVhREEzVFJDb0FSaXJBaWdCTWdZSlFaYlFIQWc=-w200-h112-p-df,Al Arabiya English,,
32,How will sexbots change the way we relate to one another?,,"Jun 6, 2014",,https://news.google.com/read/CBMihgFBVV95cUxPNFQtLWFfNnpHdUJoNUxnTmUteVl1REQ4ZkNscnlRVzRXYTVLOFRlWkJaOXJpX25yaHhHRm5fcU1aeFFmNlQtYUJZS1RUcXZHdWRjVDFyVWNFSmtOYTM4TW00T1BJNkJESDlFM3dIX0FLcjhuWjhEa01oRmRkVC15U0UxWlNuZw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXdOVlJ2UVZveU9HVjZiVzlGVFJDeUFSaWNBaWdCTWdhWk01TE1uUWs=-w200-h112-p-df,Aeon,,"By Leah Reich, PhD"
