,title,desc,date,datetime,link,img,media,site,reporter
0,Flash Friday: Grandma's Sex Robot,,"Feb 19, 2016",,https://news.google.com/read/CBMiswFBVV95cUxOb04zd2h5aTQxUlBmWG10RkI1WTVLMVktbThfaTVQVHdtbUhGLVJ0UTNJSG9Jb2lva2lWVjdzOFdkZVBiUkswenVBR21Ubmw1YW9CRW94bjFRQ2RjMHpGRVVJbC1yQ1ozUTZ6Y2pYX3FhbVUxaDhmSlpWRE5VWFA4SnFIMHNVb20yeGVZNzZYYlAzX0FyMENMMEhDa24wM2l6cWVCMGRIOXNKamlhT3JrZTU1WdIBswFBVV95cUxQdWlBNFNjUkN6ZEhtTjRRMVYyR2lvQlphbkNNOTZ5S09IcEc2NHIzUVFHb1pGNnFubVU2ZzUtVlQtVUozdnB4UXZqSFV0bzc3dlpFSjNPNlM5dXhoWTlOY0V5WXEybnRPc1l1d3E4REdTZmdjSHFteS1Jcm5KQk9hWFFuOUVTWGRRaGlkU1BFTHFaZ0VTTGh2MGZaaTVrWDJGLVVFanl1YlBOVENrdUZES0tfRQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iMkNnNVRTbXBVYmpOWlMwYzVkak14VFJDakFSaTJBaWdCTWd1TkVvQlNxV2U1eFNwUEhn=-w200-h112-p-df,The Guardian,,By William Hawkins
1,Why sex robots are ancient history,,"May 4, 2016",,https://news.google.com/read/CBMid0FVX3lxTE9HR3hvbnB6bm9pZk5lYklYemxSaGNoR1pEcmhYR2Rpb09SRWtXZ3pzVDVOcF9ETkJUVDlnWXJzZDNqbk5NaEd2UEF2LTE3WE94MEpkQWt4Zk9xOHlBT0FVMVloZDBvdklaWmdsZGUwblM2UGpWeUtZ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUxUVkZzVUdkdmVWSnRXa0Z5VFJDM0FSaVRBaWdCTWdhUlU0NElKZ2M=-w200-h112-p-df,The Conversation,,By Genevieve Liveley
2,Why Sex Robot Rape on 'Westworld’ Has AI Researchers Worried,,"Oct 3, 2016",,https://news.google.com/read/CBMijwFBVV95cUxQWkVHaWJ4NGNKdmZjVkN0ZzVCOG14ZG14VVJ5QWZwQ2padlZhY2p4a3pmT21IWFFqajdHdFJtU2hmSnRHV3FJMTFoaUNlbjNzSnk5SkN6eHdiRTM4VVlwMnBkZzVGR3dCMlhua2UzSDJjWWdVQlhnY0dibllGTGMtS0JySXM4MWJmZU5fMDBZSQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDNZVXB2YVMxaFkzRTNNMHBEVFJEaEFSamhBU2dCTWdhbGRKS3RzUVk=-w200-h112-p-df,Inverse,,By Yasmin Tayag
3,Good News: You Will Soon Be Able to Build Your Own DIY (Sex) Robot,,"Aug 3, 2016",,https://news.google.com/read/CBMidEFVX3lxTE5zb09EZURkdU9sVm5Cb3YyS2N5SjdNT2ZsUkVOemJZWUhINF9nR1dIbHBaZWl4MWRXWElYaUhidUt0Y0trTWl4SE01Ukh5ZVVSalFSMmVwbmVrdllpOXNPdEs5ZlhvSkdHeGhYNnowMDVrSlFS?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXdaMTlvTFhWRE0zaHlVbWM1VFJDb0FSaXJBaWdCTWdZaE5ZVE1wUVE=-w200-h112-p-df,Maxim,,By Zeynep Yenisey
4,The truth about sex robots,,"Feb 9, 2016",,https://news.google.com/read/CBMiekFVX3lxTE85YjBfakgtMGdIeE9Hczh1VHoyM2dpWVpzdUFUY1ZpSW5PQjBCeGZzYW01eURzUVc4eVpVRktyUm5BSmY5Q0xoOXozYkFZRy05bVNZd1dSOEVSTHZLQU9hai1RY1VwS0RFbktsaTE2YmJkNGtrT2pWamZ3?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUxjWE4xU0hOQ1V6Qm5ORmcyVFJDb0FSaXNBaWdCTWdhZFJZSkx5Z1E=-w200-h112-p-df,BBC.com,,By Rose Eveleth
5,Prospect of sexual relationships with robots poses moral dilemmas,,"May 3, 2016",,https://news.google.com/read/CBMicEFVX3lxTE1FcEcxeXFvOENRakRMWnlqVGZhZTdITWtnRGRJSURtd21SWTZyeTRGWDNxbzVOLVB3dllXTDFMTHQ0ZnZnaUJqMHZCTG9XQ2Z1Z3JJRy1tV0VCTnBUUjlTQjhEaEZ4YjZHdmZSVkxMQ0E?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVNUVE00V25GalZXcFBMVk5WVFJDb0FSaXJBaWdCTWdhaEpwSXJuZ2c=-w200-h112-p-df,Financial Times,,By Maija Palmer
6,Talking to Christine and the Queens About Sex Robots and Getting Bullied,,"May 15, 2016",,https://news.google.com/read/CBMiggFBVV95cUxOeURWWXV5MWdWbXB3MElVOTI0UFpQTXU0RHJSWjF6TXRua0Zwa2NQVWI1R0RhQWhfNlRndXZ3bjZmSEVoSkREcHNybVQ0NjhXY0hCUk9ZWUlpTHpfV0g2VnpPbXRfYlFLOV9wMjZmeGNGYW1rU0NpUmJYYW9mN2ZxOUtB?hl=en-US&gl=US&ceid=US%3Aen,,VICE,,By Hannah Ewens
7,"Robot Baristas In London Will Serve Up Coffee, Oral Sex",,"Dec 14, 2016",,https://news.google.com/read/CBMisAFBVV95cUxOSnRjSGExYVNKbVVQTlJzV2diMUlGVFFiYnVYMlVrYVNHOGlPWHR0US1ZNzhuVTVRT3c2VVdtbXhJSGdfQ3R3S3lFTkRraDVRUXVscTNrak9hUHZBcVBxNWJtUUVqeUIyd2lGUFNBb0dLTl9aUER5WUNtc01DNTlqTmgyRGlXLXBVZV9QWXNVOGp4MUJ5SUNPblV2ZF9NRElSRERITmJab2dwSFdhb2F5Uw?hl=en-US&gl=US&ceid=US%3Aen,,Forbes,,By Janet Burns
8,Will robot sex ever replace the real thing?,,"Nov 24, 2016",,https://news.google.com/read/CBMiogFBVV95cUxOMllzMWlkXy1YTjN1VDJET1dYQkRLWkdMWXhOMktRbXFMSWs5cnZ4eUkwRTFFU3k0eGJyWUFHS1JscG1RV0gtcUVHd3lCNTVWdnd1YU9DUnpuRERvcklfQlBqWjNhODNHVGlNNS1KYldNandCWk1GNWJRRjRtMGNmMHZsbk9VUHdrZl9oS20zSU1kekdMaF9ZXzNyeUxlMjlkSFE?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDRhelZWVVRRNFJVSlJiM1JCVFJDM0FSaVRBaWdCTWdhSkJvNUppZ3M=-w200-h112-p-df,Dazed,,By Kemi Alemoru
9,Don’t worry about sex robots. They won’t ruin sex.,,"Oct 12, 2016",,https://news.google.com/read/CBMiqwFBVV95cUxOVGpkcWZOc2tnakdNN0YzSmNGbktlWWVnUmR0d1JzNzlBSjJfSmRHRzRBVjFickRvTm1ieWd4cjIydjVnZkw4UU0xcXNjb0hkZXRYLWwtdGdhUkZzeDBlSEh4bUluTjF1N3RJWk1QcElRbFpjUk5mTzQtZVZvNVZydmhZSXYtejVfVjV1ZEdoa0lfVDZTOWZ3dTJVa2R3YW4yZmdnaGNnWnpoWGs?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVJiakpsVUZVNE5GWkVSRWRUVFJEVkFSanNBU2dCTWdhWkY0WnFGZ28=-w200-h112-p-df,The Washington Post,,By Ej Dickson
10,World’s 1st conference on ethics of sex robots launches in UK,,"Sep 6, 2016",,https://news.google.com/read/CBMigAFBVV95cUxPSjFUd254THI3MjlXa2RhZHFBblNFRy15cXE2MHk3WXpSSU9oRVR5d0swR3NQX3gyRTc3R0laYl8wX19KRnhPTkdDcm12UG9FMGhLeV93aTU4ZzJWQ2hjQzQtZkctX3VmYnl2V243SWdfY013dkRMTG51aDNmSGx3edIBhgFBVV95cUxPUk1uMW1yc2ZWOEVQZkZhR0M5NU55eWJkSUYtWmEweTVteTl6eThxWFVlT3Fmc3V5aHpkZ1NHV3I5VEk5RVYtRkx4ZnlEaDZ1TlNJMjBid0ZYZngwUWhuUFcwYS1rU01LNnhOWTZ2YmFUOWpyaU9NMVBjRnY4QXpaVEdZODVoZw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXNXV1ZYZUU1VmMyY3RSbFZxVFJDb0FSaXNBaWdCTWdhVk5JNkxuUW8=-w200-h112-p-df,The Sociable,,
11,We know nothing about the future of sex robots,,"Dec 23, 2016",,https://news.google.com/read/CBMinAFBVV95cUxQSFlRZy0ySWtSbjRETHJGZ1RjdUE5Nmpnenotc0hIZ3VmenlmWi1rTndTaVptY1VNRzNST0J6SlBSVVBXLXZ5bG1oT2lqN2RyMGZDYzBFR3VnZ25zOXNJcGhPYTZQdnpyM1J5bUstR2M2WkV0SkJGMFdZUzNzRVUzenBNVUNQVzB2eFFMMGxYMWh2bnhxdEttUkNLYVc?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNU5XbTR6UlV4NWNtMU5ZbW8xVFJDM0FSaVRBaWdCTWdZdEZaVE9FUXM=-w200-h112-p-df,Engadget,,By Daniel Cooper
12,'Westworld' sexbot technology basically already exists today,,"Dec 2, 2016",,https://news.google.com/read/CBMimgFBVV95cUxOQlJPU1ExT05mcWhZTmhpN1BkUHNhQWQ2Tl9RMmZ1MkR0eWp2cnJLQjNBRk9DRU1zOW1HNVhJTVdoRlgtWHFDWWppbjRJWHp3dXU3S0hCY1RaSXBOMmhVWVA3ZDZ2eEdyRFVua3NIaVpzNEp1Y2dzazdQcUdMSmlIbC1Pa0FyVXpaN0xxVU1rR1ZObUNCajNNU3pB?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNU9kRGh5ZUd0VmFXMTBha1EwVFJDb0FSaXJBaWdCTWdrVk01Q0hLaWhGeFFJ=-w200-h112-p-df,Mic,,By Brent Mccluskey
13,Non-existent sex robots already burning holes in men’s pockets,,"Dec 20, 2016",,https://news.google.com/read/CBMieEFVX3lxTE1HajY2U0pLU2c0d1ZZeXFXdW9ZUzM2ZXczYk9zdWI1Wkg5Zk9rWHhsa0Y0c2ZNekFfMDN4ZFBhcmh3NlVIMXAyQjNHbmlCLVdjMEdETzdfODdLcEdlaUdZWVl4bTBFYVVXS29xYzdLWUxhd1dJbkFCUdIBfkFVX3lxTE1vT3VOdGZwa2J3N25sZDRFMThSYmpHTFpnU3NHYnZSUTlkdFlRRFhpa1ZUbzJEd2xzaUM0WWFWVXo2MzNoSlFhNHMyNTlsZ0pORUJkUThITFVvRUN1c1NxTzZUSXVuaXo4Z1JNQ29fVjdyZHo5SlNWdG1CM01VZw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNTJUalJQWm0xaVIyRkpWemswVFJDM0FSaVRBaWdCTWdrQlVJNkRxcWNsS0FJ=-w200-h112-p-df,The Register,,By Joe Fay
14,Will Sex Robots Destroy the Human Race? Experts Host a Tech Conference to Discuss,,"Aug 12, 2016",,https://news.google.com/read/CBMirwFBVV95cUxQRmpBMWwzakZfOTVZanJoazRhd1FVMFVGQkJGQmxUaGFJMnBLelN1ekxUQy1ISG1idmJfWUE2dlpqVFRFSEtOY0xTMTExMV80LXkzYXpJZEtRcDBSMFkxd1NOVEctSWFvT1FCY2tOM0w5VzZVLUlDVmdPR3ZnbXd6VElzME5YY1ExT2NNVExrT0hCOE0za0NhTkhQOElBeWYtWEl0SklYY1kwVm9DOVc00gG0AUFVX3lxTE1YWUF6TlluWVpqd1EtWEpSYVVNVU91UHEtSU1USTdER0NqRXlJZGtWNWQ5MWJQaFpOLXpPUG9Icmo5NENzNnRwOVRRNm84YW1wSW8yblFxekEzdFRHbmVfTkpNWC1hWHo0MlBfcThvZG0tYktpMFE4ZGJHY2hjYTBPbk05T2JGM1RHSWtyZUszcUtzZU1pRlRYYjBOT252ck5VUEVKeU9oOVRVUUw5RnRkUklqcw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNWhUSEpDZEZGaFMxWTRjalZVVFJEQ0FSaURBaWdCTWdrVlU0NHBvdVpya1FF=-w200-h112-p-df,Observer,,By Sage Lazzaro
15,Hot Robots Won’t End Sex,,"Jan 7, 2016",,https://news.google.com/read/CBMiZ0FVX3lxTFBjYTBnUDN2emNzRDR4d09KWjJJVFZ5SUE1WmtqNVZuSlNxQTJqUG5LeURMZnR4UWNvQlFwelE3MXFuTWZpSjFYUGVJUTFaRnhoWkhZNDBDQVByLVpNT1k1Zl96MWUtQWc?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVBiR2QyTXpscWNGQXpkbnBHVFJDb0FSaXNBaWdCTWdhdElvWlFuUVE=-w200-h112-p-df,VICE,,By Lux Alptraum
