ID,title,media,date,datetime,desc,link,img
169,Sex robot brothel in Texas sparks controversy and ethical questions,Big Think,1 months ago,2024-08-16 23:19:42.232439,"There are currently no laws against opening a sex robot brothel in Houston, but recently announced plans to open one have some residents saying there should be.",https://bigthink.com/health/sex-robot-brothel-texas/&ved=2ahUKEwiDvP78j8mIAxUY5MkDHd7CAf84oAEQxfQBegQIAxAC&usg=AOvVaw1lrWJkSRqqMvPGhw1tEdFK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
170,Toronto businessman brings sex robot brothel to Houston,ABC7 San Francisco,1 months ago,2024-08-16 23:19:42.590277,"The owner of a Canadian-based sexbot business said Friday its first franchise in the US will be located in Houston, Texas.",https://abc7news.com/kinkys-dolls-galleria-area-sexbot-robot/4315108/&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIBBAC&usg=AOvVaw3Wiu2QhSqa-Ry_jSoFLOaB,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
171,Toronto businessman brings sex robot brothel to Texas,ABC7 New York,1 months ago,2024-08-16 23:19:42.592011,The owner of a Canadian-based sexbot business said Friday its first franchise in the US will be located in Houston.,https://abc7ny.com/kinkys-dolls-galleria-area-sexbot-robot/4312068/&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQICRAC&usg=AOvVaw2m6D-QFiNHcBdjGHoR1XLy,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
172,'Sex robot brothel' to open in Houston neighborhood,KABB,1 months ago,2024-08-16 23:19:42.593705,"They are the new generation of sex dolls- sex bots that respond to touch and include verbal responses and next week, according to the owner of Kinkys Dolls,...",https://foxsanantonio.com/news/nation-world/sex-robot-brothel-to-open-in-houston-neighborhood&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIAxAC&usg=AOvVaw1TsqS7LkhEhdL9Z2o-KRTz,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
173,Sex robot brothel plans irk Houston religious groups,upi,1 months ago,2024-08-16 23:19:42.595361,A Houston religious group is pushing back against plans to open a realistic sex robot brothel in the city.,https://www.upi.com/Odd_News/2018/09/21/Sex-robot-brothel-plans-irk-Houston-religious-groups/4291537545424/&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIBxAC&usg=AOvVaw0IO3b1U2jp9OG6uhvmyDZY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
174,Toronto businessman brings sex robot brothel to the Galleria area,ABC13 Houston,1 months ago,2024-08-16 23:19:42.597007,The owner of a sexbot business said Friday its first franchise in the U.S. will be located in the Galleria area on Richmond Avenue.,https://abc13.com/kinkys-dolls-galleria-area-sexbot-robot/4306146/&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIAhAC&usg=AOvVaw1bHsCeRnxeoa69bHRt1jZA,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
175,The sex robot who talks back: Chips with Everything podcast,The Guardian,1 months ago,2024-08-16 23:19:42.598674,The sex robot who talks back: Chips with Everything podcast ... Disclaimer: This episode of Chips with Everything covers topics that some listeners might find...,https://www.theguardian.com/technology/audio/2018/sep/21/sex-robot-talks-dr-kate-devlin-chips-with-everything-podcast&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIABAC&usg=AOvVaw2VymJ-arS6o6of8URNi8fc,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
176,A ‘sex robot brothel’ plans to open in Texas — here’s why it’s entirely legal,Fort Worth Star-Telegram,1 months ago,2024-08-16 23:19:42.600351,"The owner of what opponents call a “sex robot brothel” plans to open a location for his sex doll business in Houston, Texas, reports say.",https://www.star-telegram.com/news/state/texas/article218800605.html&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIBhAC&usg=AOvVaw26M7ywAHtQJHeHJXgsJI9q,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
177,"Sex-bot collector forced to reveal secret $200,000 love doll cupboard to family – because he couldn’t car...",The Irish Sun,1 months ago,2024-08-16 23:19:42.601873,Sex bots will become hyper-realistic with features such as built-in heaters to create the feeling of body warmth. They will also have sensors to...,https://www.thesun.ie/tech/3147253/sex-bot-collector-forced-to-reveal-secret-200000-love-doll-cupboard-to-family-because-he-couldnt-carry-them-any-more/&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIBRAC&usg=AOvVaw2aZC6JZZsX6zdRmzB4xfSJ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
178,Police shut down sex robot brothel two weeks after it opened,New York Post,2 months ago,2024-07-16 23:19:42.603282,A sex robot brothel in Italy has been shut down by police less than two weeks after it opened. Lumidolls' latest bordello in Turin was closed after...,https://nypost.com/2018/09/14/police-shut-down-sex-robot-brothel-two-weeks-after-it-opened/&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQIARAC&usg=AOvVaw1m85U-7T0-vV1THRXBTWCK,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
179,Sexbot too expensive? Live-cam with 'Cardi-Bot' and tell it to twerk,CNET,2 months ago,2024-07-16 23:19:42.604711,,https://www.cnet.com/culture/internet/cant-afford-a-sex-robot-now-you-can-cam-with-one-and-tell-it-to-twerk-camsoda-cardi-bot/&ved=2ahUKEwjJsJP9j8mIAxVl5skDHS_cFtk4qgEQxfQBegQICBAC&usg=AOvVaw02XFgNjdnvKjNEeLYO7RP8,
180,Whitney Cummings Made A Sex Robot Of Herself,Refinery29,1 months ago,2024-08-16 23:19:43.086842,"In Whitney Cummings' new Netflix comedy special, the comedian makes a case for sex robots and introduces one of her own: Robot Whitney, aka Bear Claw.",https://www.refinery29.com/en-us/2019/07/239091/whitney-cummings-sex-robot-can-i-touch-it&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIBxAC&usg=AOvVaw3Egnuy3amFm6PaRkvM98wB,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
181,"Sexbots, Feminism and the New Frontier of Sexuality",Meanjin,2 months ago,2024-07-16 23:19:43.088775,Sexbots seemingly make the whole shebang extra sordid by giving men an outlet for the 'worst' of their sexual impulses—with no burden of obtaining consent.,https://meanjin.com.au/essays/sexbots-feminism-and-the-new-frontier-of-sexuality/&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQICRAC&usg=AOvVaw2CNNxyEuz8DG_cXRP6KssY,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
182,Years And Years viewers in bits over sex robot Keith with Hear’Say’s Noel,Metro.co.uk,4 months ago,2024-05-16 23:19:43.090469,"Keith has now casually become a poster robot for future generations, and that Hear'Say song will never be the same again. Busted went to the Year 3000 and saw...",https://metro.co.uk/2019/05/15/years-years-viewers-bits-keith-sex-robot-hearsays-noel-sullivan-makes-appearance-9547089/&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIBRAC&usg=AOvVaw0lJMDPR9viQUeTPrak4xeh,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
183,"Peter Howell: Dr. Ruth talks millennial sex, robot lust, and more",Toronto Star,4 months ago,2024-05-16 23:19:43.092159,"Catching up with 91-year-old sex therapist Dr. Ruth Westheimer, subject of new doc Ask Dr. Ruth, coming to general release on May 17.",https://www.thestar.com/entertainment/movies/dr-ruth-talks-millennial-sex-robot-lust-and-more/article_dd848a1f-434d-556e-bd4b-5a54849923a8.html&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIAxAC&usg=AOvVaw2uJPH30-Kbzv_B9HWe34Gt,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
184,This Japanese sex robot brothel offers male dolls for bisexuals,NewsBytes,4 months ago,2024-05-16 23:19:43.093815,"This Japanese sex robot brothel offers male dolls for bisexuals · Lumidolls has brothels in Nagoya, Barcelona, Torino and Moscow · Make your erotic dreams come...",https://www.newsbytesapp.com/news/world/japanese-sex-robot-brothel-lumidolls-introduces-male-dolls/story&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIBBAC&usg=AOvVaw2atYcHzmmZRl9lNDXtApBP,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
185,Sex robot brothel launched in Japan ‘amid surge in men seeking bisexual threesomes’...,The Irish Sun,4 months ago,2024-05-16 23:19:43.095476,The brothel is set to open inside a hotel in Nagoya and will offer four sex robots to choose from. A sex robot brothel is set to launch in Japan amid a growing...,https://www.thesun.ie/news/4032571/sex-robot-brothel-launched-in-japan-amid-surge-in-men-seeking-bisexual-threesomes/&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIAhAC&usg=AOvVaw06sLq3ELxYRavyIMkE3bom,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
186,Sex robot pervs can now buy fake silicone FEET with built-in privates to ‘simulate foot sex’...,The Scottish Sun,4 months ago,2024-05-16 23:19:43.097123,,https://www.thescottishsun.co.uk/tech/4140041/sex-robot-pervs-feet-built-privates-foot-sex/&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIABAC&usg=AOvVaw2N5TBMDUWF73Dho34n_edM,
187,DIY Sex Robot Looks Suspiciously Like Fridge With Hole Cut In It,The Hard Times,5 months ago,2024-04-16 23:19:43.098656,"A DIY lifestyle advocate unveiled his self-made sex robot today, which looks worryingly like a refrigerator with a hole drilled into the front of it.",https://thehardtimes.net/culture/diy-sex-robot-looks-suspiciously-like-fridge-with-hole-cut-in-it/&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIARAC&usg=AOvVaw05qCF91x8anTE1CxPCy9Vv,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
188,Sex robot ‘takeaway service’ lets pervs rent USED dolls for £180 a night – and they get delivered right to...,The Sun,5 months ago,2024-04-16 23:19:43.100077,"RANDY men are renting used love dolls from a sex robot ""takeaway service"" that delivers to your door, The Sun has learned.For around £180 a night, ho.",https://www.thesun.co.uk/tech/8791659/sex-robot-rental-delivery-doll/&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQIBhAC&usg=AOvVaw1qAedORoQvKOdiMbks2IJZ,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
189,Bizarre ‘Camoji’ app turns you into ‘virtual sex bot’ for anonymous webcam stripping,The Sun,5 months ago,2024-04-16 23:19:43.101522,"A DISTURBING new app lets people strip in front of strangers online as a digital version of themselves.Dubbed Camoji, the software lets users design a.",https://www.thesun.co.uk/tech/8731947/bizarre-camoji-app-turns-you-into-virtual-sex-bot-for-anonymous-webcam-stripping/&ved=2ahUKEwiqj6r9j8mIAxVb78kDHXalDuo4tAEQxfQBegQICBAC&usg=AOvVaw2KSlXrMjRbYKPcgIAZS-8p,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
