ID,title,desc,date,datetime,link,img,media,site,reporter
Kentucky bills to watch that focus on children’s welfare in 2024,,Jan 17,,https://news.google.com/read/CBMilgFBVV95cUxObjQ0R0diTjVfS2EwOHVpSzBSTFhNQ29SN25ld1FiY1Zub0F6MkNCQmI0ak5lYVFJeWwzd0UxSTFRMlRNbDFGSWtiRGFxbzhuQjFHZWl3Q3pLVnFudFFSRkdBTlhQZ0lCZi05Z3ZMN1NCZFNRUVlDTEVxamRtc3hhREJfcXA0RWtxZ0FCVzEtbXBabjBXUHc?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNU5WMFpWTlZkd2FrTkJORWMyVFJDM0FSaVRBaWdCTWdhVkZJN0luUWM=-w200-h112-p-df,News From The States,,By Sarah Ladd
"Shocking number of men secretly desperate for David Haye ‘throuple’ & ROBOT sex trend is rising, 2024 sex s...",,Jan 2,,https://news.google.com/read/CBMijAFBVV95cUxNZEx6bi0tXzFjajFhdVhmcWNBMjJLZkM1Y3BGUkVORXZpS2RpVGlBRjJ4cWRDNlNnSndDWG8xU1NfeGpCZU5ZQURGS185QkFfMDI1RmRvd0Q2NmlXOW9GODZkV3RYR2Y0Mm5oaTMxOFR3Zjl1ai1vRVJDc1pId09KVWNaaDdJY2ZvMmhWMNIBkgFBVV95cUxNa18weE5kV2NjVXNSbUNYSlNDWjFXV21CQmQxX2lENWgya09INFl1Z0hfMFFVWGh2Q1lSbTBFR19CTklqY3VpRUMwcUlOV0cxc2dEVlI3aTh3dlNoVG5XUER1NFR2dzUxOHJvLVN2Qmt6dFNQYUN5VWVPbmJDbE1jVjhpNkE1aG44VkVtUFVmNGhHQQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNTBTV0o0VlZkT2RIWjJMVnBTVFJDb0FSaXNBaWdCTWdZcEpJaVBtUWs=-w200-h112-p-df,The Sun,,By Sarah Arnold
5 most WTF products we saw at CES 2024,,Jan 10,,https://news.google.com/read/CBMicEFVX3lxTE9KZ29mTUtsb2gzbnVmUVZvRWtXZFA0T3FRMHg4UWppV0U4c0FsbjZaUXh2R2hpNGRwZ0ZFbjdxNE5kR1YxbGRNWVFMcTQwVjlDRkxISURhMkRyNmhaODNLRTQ2MHNXSDJ5Rl9ELTVoSDA?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDFjMDgzVm0xbmNGbFRaRlp0VFJDb0FSaXNBaWdCTWdhTlJZN05JUWM=-w200-h112-p-df,Mashable,,By Kimberly Gedeon & Cecily Mauran
AI Model Makes $30k A Month As A Virtual Girlfriend For Lonely Men,,Jan 19,,https://news.google.com/read/CBMingFBVV95cUxPQlpMY2VaN3h0cnNYZDZJR2U3SE0yVXJiRWRoMkdQVFB1TXUxTjJ0SzQyVXRkLS1LbHRYVldKUmJYRWxldmVQYzVXTkJUT1lLUVZMR0JTLVBRRVRCaURZNEd1Vi1LdDBkQnAwV1lLTlh0aElSOGpKMjVQSGw1bzJKbWtWNGVUa0MzSzBmQ2xGUWwtVElpVVg1U0REY2ZLUQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNXJjVTFhUkV0QmFrOUlNRk00VFJDb0FSaXJBaWdCTWdtSlVaalZKS2lwS1FJ=-w200-h112-p-df,Outkick,,By Sean Joseph
"Japanese City's Controversial Tourism Stunt With $2,800 Sex Doll Draws Criticism",,Jan 31,,https://news.google.com/read/CBMiugFBVV95cUxPRFp3Wm1RWUtSVmtVc2lob2lfTHl0cmpwRnhnRHZXVjU5blZIRFdkVFV3b1pNaDBWakRWQkRZQ1o2S3d4bkVmUGFnX0xkaHRoeXFxS0h5YXNNelltdUYzekhLNVJIMTZiS3JrbEVaeDUxX1JIMHh3SGwydVRJU2JZemNJLXZZR2hyWmJZU0JaZnU5cGU3dVI4SzRLNXlJWGk3ZTc0c1ozMHpKMDEzYTZCakhfLXJqdmhYb1HSAcIBQVVfeXFMTXF2YjdVclh3cGQyclV2UWN4N0d3NUJCU0thNERLLVRTcDJJbExsSmtvcWhGRHhnT0p4MzM3NFNFck1OWE9BNjJNTHBxLWlHeUJ4UDAybGlwVjEweE1RaHlQVFBzSllWVU9SVXhnaG1SbjFFem5xQ25mMDcxQ2ZsQm8tQzA4ZVM3NVNReVhDSXk1S2JnelBXUzFOSmRDZmc2THRPdUpIQ0FhdmkwNFBBU0lWNC1vd2FtLWV4OExBdE1OaXc?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVlTRzVOVTFjMVNISkhPVlJIVFJDd0FSaWVBaWdCTWdZQk1KQ2puUWs=-w200-h112-p-df,NDTV,,By Nikhil Pandey
Tech is putting our house in order – can they make chores obsolete?,,Jan 7,,https://news.google.com/read/CBMinAFBVV95cUxQc2lIMWlzYTM0VGRHZWRhX0RFNXA3R1NLdXJMeGJxaWRINDczY3Q2cWt1bVRGWE83VEVhU01iSXpmZ1NpX0tiX3BhbjVtbXJXUG9vZkNGNGRLNF9NellyYlZmOEZCaDFGU3dfaGg3OEpzWWc0ZHBiWm9wcVBYWFNnRmE0OXhoNmsxVXQ4T0FVUGxlZ0djay1CeVZ6aDc?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVhaV2xRV2toclNWZGplak5UVFJDM0FSaVRBaWdCTWdZcEZJYk5sUWc=-w200-h112-p-df,The Independent,,By Andrew Griffin
Crystal Hefner Says Playboy Hugh Hefner Was Bad at Sex: 'I Was Relieved When It Stopped' (Exclusive),,Jan 24,,https://news.google.com/read/CBMiiwFBVV95cUxOaUZpWVRvTl8zZlhGTDlJdVVLSjBvRmNvclJkVkJnWWdxZ0JGb1VseXNXZ2ljUnFXSjgxRjM0RGd5NXV5MXZMLXBLV3dzRVRTaVJCZkZZQU9JN2w0UzFjbHlCRU9BUW9SWk4ydmE3YmdteDJvdG1uUzU4ZklQN1RMQ05hcFZmZTBqYVFF?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNWxkMEZWUjNveFlrNVVSbTFqVFJDM0FSaVRBaWdCTWdhdE5ZN05IUWs=-w200-h112-p-df,PEOPLE,,By Susan C Young
Can Jedi Have Sex? George Lucas Reveals The Shocking Answer,,Jan 3,,https://news.google.com/read/CBMiYEFVX3lxTE1XTXpRY2ZPMzZ4UGJ4MVQ0OVF2U3ItRGoxUDF6MG9vVHQ1MnBsV01aNkdtNUs5T0l6aDVBVUh0bXlKbDFHd0FTV2tYOVFkbW1pbl9pc2tRbWMyY0Uwc1VlLQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNTVhWHAxWmt4SVRpMW9hSFZvVFJDb0FSaXJBaWdCTWdrWkFwTFZMQ2VpSVFN=-w200-h112-p-df,Giant Freakin Robot,,By Chris Snellgrove
OpenAI GPT Store users break rules with 'girlfriend' bots,,Jan 15,,https://news.google.com/read/CBMieEFVX3lxTE01V1lQRnpWdzZsYkFLR3JYWnpNcFpYdnozamxOWlpZNGVfV3NGeFBNWktXRU11YkVRZm1XRFRFZzhiWXUxZ0J2TXNzM3BXNUZjZ3FfaVFVLUE2Z2xISHVNTXR1UXRPQ1QwdFJERjVEbFp0aTlGZ1FLOQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVpNR0phVUVGNmVqTmZOVzlrVFJDb0FSaXNBaWdCTWdZSnQ0b3F4Z1E=-w200-h112-p-df,Mashable,,By Anna Iovine
"Vince McMahon Accused Of Horrific Sex Crimes In Lawsuit, Graphic Texts Paint Disgusting Picture",,Jan 26,,https://news.google.com/read/CBMifkFVX3lxTFBGWWJFN0ROaERhUl9NTkhoR0JYYTVtV0dDeGhjbHlBZGs1ZGFuZ2JvMjQ4ejRUT1dDUTVZdVd0S01DMjE2aHVNeHRud0JRcmRQS3o1OVdwTWExS0Y5ZFZPMzMwbHRmRUdVeDViWWw3Z1NDc1E5Mko4MDRtNVgwdw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNU1TbTQwVm1GcWRqTnJWMnBhVFJDb0FSaXJBaWdCTWdhdEJZek9qUXM=-w200-h112-p-df,Giant Freakin Robot,,By April Ryder
Sam Altman Says ChatGPT Can’t Be Your Girlfriend,,Jan 22,,https://news.google.com/read/CBMihgFBVV95cUxPWDVHTVVBYmtpWkI1cVlBbVFKWTdMSHp2dHVGNFNuQzduOUh4b1dBLUdqVXc0LWVMbVJMT3Q3VzdtaEdtZHdYVHpBU3VrMnlZYnB4WXJGaW14S3VQWVhKQnVXWFNuajBxcFFIZ0J0QmZQUWtJUWJLZk1xank4TXlHeG81N1ktQQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVFVM05tYzJreVdqWk1abTEwVFJDb0FSaXNBaWdCTWdhWk1vWUpHZ2s=-w200-h112-p-df,Gizmodo,,By Thomas Germain
Alexa Can Now Wipe Your Butt For You,,Jan 8,,https://news.google.com/read/CBMic0FVX3lxTE9LYWlZcHdtMU5lVFRaX0ZzSTdZV01ZUm5ReVprNVVLWDJXdGRhNnB5XzRUdDhJTjlULUJNTkFXWENiZ0NBcVhZUk55UVk0YzBZb0QzZjlQX2N4dVpQNTRJSVVXRnNFeC1DSFpvdGRMVURMUkE?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUxTR2xDWDJOamQwVnVNVGw1VFJDM0FSaVRBaWdCTWdZVmdJVFNTQU0=-w200-h112-p-df,WRIF,,
Dystopian legless sex doll designed to be 'easier to hide' to prevent 'social suicide',,Jan 17,,https://news.google.com/read/CBMikgFBVV95cUxOcWZPVUJySmxhbC1WN3RtUldrQjZjdzdmelMzbC1YNUJsMVQ1U3dLNlpfUGFUekZRR0s5SmpCOGVHUlFCalkyZVZnbklKUnIyVlB3TUVOTHdsRXBvaXNIVVlEVFFSWnI5RHRIOGxFMlp4N0pBTUhfdUR4cm9hRjdINGJieUdzSzJBVFB5YlJRQzRsUdIBlwFBVV95cUxQaFQ2WEkySjRaejVGWFllei02YkFhcmthMXZaNEF2eThOdHdIN3BoVkotVnRqUnVpNGxNVmo3aU9kb1pWMVJabE9acTFkX3E4VXhhVzFUYUJueTEtVF9hQ2xoaFJGWWFaLU9tY3Fuc1FBZkFPcnBRaE1acDIySUQ0THdhekhVN0tyOEVXMXdyeGVUSDJyYXo4?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNDNRalZSUzFoSU1HTlNVemt4VFJEQ0FSaURBaWdCTWdhbFpZTE5wUWM=-w200-h112-p-df,Daily Star,,By Leigh Mcmanus
The Avengers Reboot In The Works From Netflix Director,,Jan 19,,https://news.google.com/read/CBMib0FVX3lxTE1ZNld3WTNzbVEwOEx6eTBPUkp0VzZmYlp3QWVhbWtJWGlzWGw2U21rbXFiZGFEbnNmenFJQXgwaTVKZnNPeFRxOFE4N3poQllBVWlnTUt6MTMwRFFhYl9Xb0FRYS1DWnFPNXNrTHhlUQ?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXlNVVUxUjNSZmFqSnVUMU15VFJDb0FSaXJBaWdCTWdZaE1vQ3RIUWM=-w200-h112-p-df,Giant Freakin Robot,,By Douglas Helm
Australia’s First Female-Owned Sex Doll Company,,Jan 29,,https://news.google.com/read/CBMihgFBVV95cUxNWWhvZXhGRE5nbUNwallmVk9lUEN4YTg2a0RHQkRERG5USldsU0lTTnNMRXBBcWVyazJOMWhDdGdaaHFOcGdORzh1OWFSTklZcG85YWZHaVVVOW5jcjJYTFBreFVkNWs1ZF95bmlXQ3BxUXhLUHhuV0Z2VHgzaGNlekdLcTNnZw?hl=en-US&gl=US&ceid=US%3Aen,,VICE,,By Arielle Richards
Bloke flogging sex doll head for £400 promises buyers 'mouth has not been used',,Jan 4,,https://news.google.com/read/CBMiiAFBVV95cUxNRUdTZW5mdDdpcGtrNmdZUlhLblFUNWs2NDBEOWRfRTItOV9lV2tSWGxvbmhCUmg0empWUmFOYXRjNzM1Y3o2dmFBZmR3M1FxSGo3bXBuUkpuZFFVb0owbVpCbTMwVjdWSF8xT0pnVkNHbGJrLVhxY25sSWNUWXNtNzN5aS1Zb0pr0gGOAUFVX3lxTFBzaGZqQlcxUGdlYjZKRXVUUjZjMGMyckxYdXlyTVktMmJVNGdQTlk3MFF1dWtFV0w4c2FsWk93dXh6RGd1UmRYb0NLMnNyRU40dlFhemlQbWJkSXVsVnZGWk1yVV9hd3MxQ0tPdUlueVp4cEh3N2tFVmpoNzJuajBpQUczSXhTUTF4bW9vX3c?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXRhRVJLWWkxZlFXY3dUUzFmVFJEQ0FSaURBaWdCTWdZaEJhRE1pUW8=-w200-h112-p-df,Daily Star,,By Ethan Blackshaw
Fact Check: Sex doll at Thailand beach becomes murder victim in Maldives,,Jan 11,,https://news.google.com/read/CBMi0gFBVV95cUxOU1F0UWFadGRkNmVlSC13UC1BWlpxQ1RJUDlkaEdBRmFYMkNXVVJJU0wwa0V5UmZEeXBqNmM4ejVNTHk3MGhwSnI2Sk5wbmVCVG9fNzFQeDZRVk00alR4b1RpcU9udmF5NXVidW12RE14OGhyNTBicVVNbVRLWU5DdlZwMXE4NU5nM2FUYWw2Mmh0NVlHNVN3aVdOenZOQzE0cWNJZ0NObUZUTUljOW1mdk5xaGFLUDVFaHFhRmJLck81VmpRb3FybDQtMmRRV1ZVeXfSAdcBQVVfeXFMTk5mTHlPTGhOcHFla0pRc2Z1V3RoVEt4RlJpRk5hNjg5R2daelVvZTRDRXJXbXBfUGJLV0U5Tm1UWms2cnF6aDUyLW1adHY5amREcEluRlBhQ0VRSUFWOC1VdDMyWlZCYlZfZk5FaklpSkVRSHJTRHBaMnUyOEtUWDhqNnpwN2ttLVFFNEdBcnRacTFoTUtITTRtU1Vna2xOdHptTm16NlZwbFZkenh6aW9XSkZhSWlBOFRzUTlLUlFMSG8xNU1ZNkx2WUIycWxWR0c3ZzQ5N3c?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXRNblpQZFdaMFNDMDBkRlZJVFJEVkFSanRBU2dCTWdhSlE0Nkt3UVU=-w200-h112-p-df,India Today,,By Jyoti Dwivedi
A sex doll washed up on the Thailand beach is falsely shared as dead body of a girl in the Maldives.,,Jan 11,,https://news.google.com/read/CBMihgFBVV95cUxNSER3dl9XTF9CSHQwaWhYVjJ2MVZxZGVTUnE3b19Da05zeWtfc2g3aGxhT0RnUTB5RUNFZUtwR1RLODlRVkRFdGJZU2RuZDdBUjhnLXIzdDUyeVk1YXhkanpBOGIzMWpCVnFRcUcyUkp3OVZHMGlTNkhlRFNma251ZFJ1cFdLdw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iMkNnNVFZMEV6VnkxUlVHeGtTalpTVFJDb0FSaXNBaWdCTWdzTkVJaVJGQ3VTODVpQlJB=-w200-h112-p-df,Youturn English,,
Much-loved robots in Northampton celebrate third birthday serving groceries to thousands in the town,,Jan 17,,https://news.google.com/read/CBMi8wFBVV95cUxOZWh5dkdhdlNRdF8tdUhhN1VZak1wRm5NSUdYVVVaQmhsbFowZFVRWHpFcnVKNGx1cEZNUlZySjA1WWZFakR6djdqTnRmLUFNV01iWlZOVFg3b1Z0bUE4anlFRGI1UVpIbllNX0otbm5YbHR3Zk1fWHk4NDQ2bnMyeTdubmhaZjItWnVSaU9GcHB5QjBfZlBEQ2VlQWJwYVlRUkE0TjJ4TVNsWFd1VHBaYmhDdzZQbkVEanFRM2hHWjZBLVFOVVo0MnVpSS1SZjNtbFZxNW1LN3ZKRGtUU1o1WHVNSnR0SVhHZGhscDMtNVRPdW8?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNVNNMVIwVEV4NlQxRlFUbGhhVFJDM0FSaVRBaWdCTWdrQkZJeXB3YVI3QkFN=-w200-h112-p-df,Northampton Chronicle and Echo,,By Logan Macleod
[Simulated Part Two] In bed with machines: a real-life and sci-fi exploration of sex robots,,Feb 16,,https://news.google.com/read/CBMipwFBVV95cUxPV2p1M1UteWE4aldsREw5d3l0VVpxRlQ3WlNpdmx2NFRZc3lpMnhCSUx1ektYM19yVmIzTXdJLVRoM05QcDVWUFpOcGNuMU9abTd3c0JBaWRtQ0xrZV9ZZ05ibENrWkROQ2REOUs3dXZTYVRYdEkyeU9sTFlDaU5MSlNWaVJpNDBrcncxbzRIVkllQTRXQXpSMnNrRDJnbklUck5ONDJ3Yw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNHdVR2t4YzB4a1NtaE1XbGgwVFJDY0FSaVlBaWdCTWdtVkE0NUppcVpiRFFJ=-w200-h112-p-df,WUNC,,By Anita Rao & Gabriela Glueck
Sex Machina: The Hot and Dangerous World of Robots,,Feb 8,,https://news.google.com/read/CBMivgFBVV95cUxQTk1CRjlHajNsNlhKSGFnUDIxVjZPQndpRzl0YldtLXJveDhNZFNRV0xMQWZHclV0VG14SWtzVTI2SWhWZExHTWVoZmJta3MySUMxLTh3Ni1hcDZ0UzRzd3lHV00wUE9CUl81UWo5RHg1eEVUeU5yMHNaeXcxN1duRkswb0ZTZkJLdy1nczM4dHM5Z0FwXzNuWEV2N0FjVUNOVkFzRzhERkJGT0dSUUJLMi10dU85M1hvMjJ5emxR?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVplaTFaYkRZelRHZ3hibEZQVFJDb0FSaXJBaWdCTWdhbFZKU05KUWc=-w200-h112-p-df,34th Street Magazine,,By Luiza Louback
"User-submitted review of ""Teri Baaton Mein Aisa Uljha Jiya""",,Feb 11,,https://news.google.com/read/CBMiT0FVX3lxTE5mblRZT3Zock00T0RUd1Yyc0haaVA2S0ZZb2RzUlhOdTdKamlseXFRVlh5ZWRjU2dNSjRjYmFtdkdpcDZnbzJWVzRfMHdONDg?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNUthbUZqVUVFd1JIaEZTbmxUVFJDb0FSaXNBaWdCTWdZaFpKUnJLUWc=-w200-h112-p-df,imdb,,
