ID,title,desc,date,datetime,link,img,media,site,reporter
Just another Robot Sex Movie… (Sundance),,"Jan 18, 2012",,https://news.google.com/read/CBMipwFBVV95cUxQNnNWZUJPSlFjX0xoWGg3clJpNTJOV3hFRFZIZlJFSlRwTUwyVXNRVTZwODNsbUxuTTJBdlZxQ0JqUHJpRVJNbkFkTlJGVkNKNGcwbWU1b3UtSzFRcWN5YTFyYjA5d0dwX2d0LWNyNFZ4TUNKQXE3TVVKWnNWcWh2bXo2bUJ4ZTgyaWt2a05Kc2FCaEVfcXNFdldjRnJZZjJMZVdicGkzNA?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXJSV1EyTFVsS05HcGFWR3RWVFJDb0FSaXNBaWdCTWdZcEVwcXRrUW8=-w200-h112-p-df,Stark Insider,,By Clinton Stark
Documentary Meaning of Robots Unearths Droid-Porn Creator's Gadgets,,"Jan 27, 2012",,https://news.google.com/read/CBMibEFVX3lxTE90UjlGYkR5R19Wb2NId1RrVGxRTG5CTndjdTdBaXpFMnpuWmRsTW9naXpFRDBtcWNiOVBVdDZJejB4dmdpNXhmMWJ1X0EyWG1fLVFZQ1BVbW42elctTkYya01jQjE2RVdUSUY0Vw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXFkRzlEUlZsaU0xcElOWFpSVFJDcEFSaXFBaWdCTWdhcEVack5rUW8=-w200-h112-p-df,WIRED,,By Angela Watercutter
"Meet Michael Sullivan, Robot Pornographer",,"Jan 18, 2012",,https://news.google.com/read/CBMilwFBVV95cUxPZlFMTWhWSWdDV0o3LXpVSlM5TWczNXQ5dUdlV3M4VE40dk95Wmh2Y2hOcDNVYkFmX0JwazhwLVQyT3hCaHRHZ09Tbjc4RVV3Y3lKLXFQUFowMEV3NzZ4MjhFVHZzYkZ6amZ6RWhqVjZHU0pVOEVSdnlXcmRKOGJDWmFzcERFRGtXd2VJSHRUT3BIM09ZcV93?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNVZaMjV1YUZsMlZ6WnRNMVpPVFJEQ0FSaURBaWdCTWdhQllvNFRvUWc=-w200-h112-p-df,Cartoon Brew,,By Amid Amidi
5-Day Webcam Event Celebrates 100th ‘Robot Chicken’,,"Jan 9, 2012",,https://news.google.com/read/CBMilwFBVV95cUxNN2dCZS1DTVRZR21oNTd6THJHSEpXMXQ0VXcxV3Z0UTh0cGFSekhJMnkwazM5dlowMEZRVzJGSXJYUHhUUWRfc056a25tQmJIeWNlVHB1ZnNENVpBalJQSFZtWGdOcXVoSDdTVW83cHhIY0k2NHpJUGRKSXdVN1oxZ0NWczF2enZVdXV0Y1Z4cHNmaWVPNjNn?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNW5kakJqTnpKT2MybzRlSHB6VFJDV0FSaVdBU2dCTWdZVk1vcnBwQWM=-w200-h112-p-df,Animation Magazine,,By Mercedes Milligan
Sundance Brings The Robot Sex: MEANING OF ROBOTS Trailer,,"Jan 13, 2012",,https://news.google.com/read/CBMihAFBVV95cUxObDRVcDRLSW94RENLUkJVbWZDMmUzSVNCVWhfeDVBclNwNWtveXBEN0JPbFJ1OHdwUGVJVVpNMTJrN0pNTHQtV3haLUpxSWZaMi1vRjBXbGNCM3JYQVpjT2hBT1k1d1pWazVZTmt1bTlHSWNNdXV4QUNJNXhZNUpUazlQUzbSAYoBQVVfeXFMT19HNkF2a3lrWVRCcWJaTkJBeDdrQjNpS3pkU0ZvU2p2a2F2S1cweVNhTDYyX2xKUk85WUV0MnM5X3cwTkVBWGRRWi1HRDg2aFcydW9JLTZMUEV3RU1XN1ctN184UGkzV1Y2dUdMVXM0QWxPM0dId1JwR3AxYlVsdjhJU1JidTljTUxB?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNDVOazFZZGtaNlNrOURWMFk0VFJEaEFSamhBU2dCTWdrQk01QlFwV2ZZaGdJ=-w200-h112-p-df,ScreenAnarchy,,By Shelagh Rowan-Legg
Simply the Best: Pinchas Zukerman,,"Jan 27, 2012",,https://news.google.com/read/CBMimAFBVV95cUxQQ19GTW44V3R2SjAxZEViRjMzMW94eC1HSnFMcy0wSnBZZ0VjOG9xelJfMHFGTlkxSzhneXlDeEVsd1hQOU5BTzVNeDZEMWtKRTRKWldQNFJhZ3o0ckdxS2dXQU9RZHpqcnRHNzNOOWkyWVRTZ0dzT2IzMkxqUkpiN09IcDZvZkFCemdGTzl1eEFGWUd6T2Myeg?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNXBXVE5oWm5wUFlqZEZRMDVMVFJDNkFSaVBBaWdCTWdZVllvcEpOZ1k=-w200-h112-p-df,Stark Insider,,By Ashley Webb
Watch Nicki Minaj and David Guetta Make Naked Androids Mad in ‘Turn Me On’ Video,,"Jan 31, 2012",,https://news.google.com/read/CBMipAFBVV95cUxQOW1KZGZLa1pxMEZpQzJPYW83bmVSVHJsazR5N3lnaHVKUDlPLXIzNG1qcWlDYWlGbkM1Yml6b0NsLWpMTHJpMkloT3ZyQTBZb0RVMVZIR0JsUFQtYVNsWFg1VTE3MTZzSDFNWGF3WTVMVWlscm0xbWFjQWY1cFVHc0swaEJXM0g5T211emkzTVhkMVlQNk02VUtuWm9vV2pVamNRWg?hl=en-US&gl=US&ceid=US%3Aen,,Spin,,
Adult Swim Celebrates the 100th Episode of Robot Chicken with a thrilling five-day live Webcam event,,"Jan 9, 2012",,https://news.google.com/read/CBMi2wFBVV95cUxQY2RFWDAyN0RIeHhCaS1CZ0VCUHpFQ210RGhYME8zZlliWnlxU3ViMjY3Qk91c3R2Zlpvb3dtUUdsYWw3clJ4QUU3eWtETDdsNXlLZGphVnYydXdxaG5KM3dkTU1vaGJnX2t2Z0FmUEpKMk9rcDVCbmVvNUVpOVRpbUI3aTUtc0tCRVVIbUdFb1puTEpDV1Y0TEoyZHJzTTBqdVY0WVc5N05BMjBaSW5GQVRqaVE0Sm44SVctcnhvVTByZ0lsQXgteUxGRzFQX3JTelgtU1B3OVY3UEU?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iNkNnNW5kVTFvVlZwQmIxbG5OVkZzVFJDNUFSaVJBaWdCTWc2QlVJN0dzR2FwaWRyV1hGcVRLQQ=-w200-h112-p-df,Cartoon Brew,,By Chris Arrant
The Big Questions Raised by the Coming Robotics Revolution,,"Feb 16, 2012",,https://news.google.com/read/CBMirAFBVV95cUxOSXdBRW9nNGk5RUJuVENWWTBtakxRanp0WkxoS2l2VGY4V2FHRklTTVRmN205YWRuMnhyQm9sbGswUU90bFNlMGRwMk13dW5sSXcxUFBkTjZ1T3docWZOekQ0MjVYY0YzeUxQcnh5SGtUYldxcWllRjFYMWhnRFl0SVBnZFUxc25mZWVfRFM4aXNSNTB4MGN1OWVZOXQtNzJOWG95azRadDFMTjkw?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNW9TV2R3ZFZWdU0yNVRValEwVFJDdkFSaWdBaWdCTWdhcEE0aVBqUVE=-w200-h112-p-df,Slate,,By Patrick Lin
Today's Humans Ready to Love Tomorrow's Robots,,"Feb 13, 2012",,https://news.google.com/read/CBMihAFBVV95cUxPN203R1lDcXRFX1pTay01dGwwUjUtM0treW1ZM191OC1jZUxNZEgtSnNmakVVODcwcG53OXg5UWRKa3FFbjVPU3NIdUZyX0xFTGJVdDZIUDI4VTg1QVFoY3NZQTVaX3g2WlVyeDF0TU95NWtCWHlIdmpMOXZweUlFcmRRVFM?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iL0NnNTVWa0pmVEhVM1UyWm1OR3RWVFJEaEFSamhBU2dCTWdrQkVvd3FGcXBNN1FF=-w200-h112-p-df,Livescience.com,,By Jeremy Hsu
Borderlands 2: Does Claptrap dream of electric sheep? (interview),,"Feb 19, 2012",,https://news.google.com/read/CBMicEFVX3lxTE1kZElnV21xMEdoeVJRc3hjV1AxWEpUQU83UVZteHcwM1hlLWhxTmhlbkwwS2dKUHQxWHAteDZkcWdQQk52Q1duWllpX3M0bGRfaUpEeDFtSURDYUpRbkc0RXpiem9wSFdqZ29iU19CNC0?hl=en-US&gl=US&ceid=US%3Aen,https://news.google.com/api/attachments/CC8iK0NnNW9USGgyUTFaemFqWm9iR0pxVFJDbkFSaXVBaWdCTWdZVlFJellKQWM=-w200-h112-p-df,VentureBeat,,By Sebastian Haley
